UF,Municipio,Regiao,2013,2014,2015,2016,2017,2018,2019,2020
MA,Aldeias Altas,Nordeste,114.885,170.017,208.642,169.701,174.110,181.015,199.063,214.561
MA,Altamira do Maranhão,Nordeste,45.859,54.920,60.097,62.801,56.338,56.419,58.607,61.521
MA,Alto Alegre do Maranhão,Nordeste,164.804,201.197,202.298,217.380,219.945,268.639,262.247,244.329
MA,Alto Alegre do Pindaré,Nordeste,134.434,135.088,145.518,176.299,181.816,190.348,205.207,230.685
MA,Alto Parnaíba,Nordeste,248.823,285.924,310.911,185.156,287.616,349.328,338.856,491.956
MA,Amapá do Maranhão,Nordeste,31.556,35.409,39.113,48.117,49.035,51.419,51.820,54.930
MA,Amarante do Maranhão,Nordeste,195.083,224.895,251.507,285.791,273.621,313.670,305.979,334.262
MA,Anajatuba,Nordeste,127.903,141.744,149.010,174.490,176.950,177.517,175.340,183.645
MA,Anapurus,Nordeste,107.057,127.885,109.529,132.013,135.894,131.342,120.492,140.150
MA,Apicum-Açu,Nordeste,74.032,87.963,90.648,104.176,104.064,108.770,117.366,122.394
MA,Araguanã,Nordeste,56.314,62.165,64.860,77.821,77.795,81.055,79.382,90.854
MA,Araioses,Nordeste,189.003,216.309,234.546,257.455,269.138,269.399,269.517,276.048
MA,Arame,Nordeste,160.678,178.201,180.057,222.822,211.969,233.246,236.073,251.920
MA,Arari,Nordeste,169.379,199.156,210.033,234.978,229.583,253.435,252.088,272.595
MA,Axixá,Nordeste,53.566,58.074,61.582,70.310,68.771,73.856,78.489,84.442
MA,Açailândia,Nordeste,1.567.270,1.780.203,2.015.260,2.001.694,2.202.738,2.598.977,2.354.544,2.679.069
MA,Bacabal,Nordeste,880.682,1.061.251,1.017.126,1.129.029,1.133.533,1.210.810,1.254.485,1.348.569
MA,Bacabeira,Nordeste,264.817,383.232,281.332,344.801,339.375,306.817,253.682,314.205
MA,Bacuri,Nordeste,77.107,85.835,84.818,90.823,96.548,98.271,107.986,111.700
MA,Bacurituba,Nordeste,22.438,27.241,28.661,33.776,35.101,35.065,35.553,38.251
MA,Balsas,Nordeste,2.525.749,2.914.003,2.627.847,2.387.268,3.045.948,3.493.484,3.493.570,4.775.980
MA,Barra do Corda,Nordeste,495.957,577.228,551.109,602.676,649.249,722.264,710.346,747.968
MA,Barreirinhas,Nordeste,317.002,377.514,389.696,441.930,457.836,484.767,481.304,501.847
MA,Barão de Grajaú,Nordeste,130.597,165.958,190.307,230.965,210.046,205.982,203.590,223.620
MA,Bela Vista do Maranhão,Nordeste,52.078,62.480,59.913,75.614,79.653,84.589,82.340,85.486
MA,Belágua,Nordeste,28.215,35.589,35.840,42.166,47.588,46.356,46.993,58.137
MA,Benedito Leite,Nordeste,25.677,28.652,34.438,35.771,39.728,42.785,42.519,58.941
MA,Bequimão,Nordeste,76.447,84.630,98.839,111.637,119.026,129.085,122.644,133.368
MA,Bernardo do Mearim,Nordeste,39.099,45.944,45.301,49.820,49.165,49.354,51.133,54.326
MA,Boa Vista do Gurupi,Nordeste,38.061,47.093,55.211,56.189,61.457,62.701,59.532,60.022
MA,Bom Jardim,Nordeste,219.672,241.659,244.297,278.985,302.628,314.773,317.567,339.839
MA,Bom Jesus das Selvas,Nordeste,206.777,227.339,234.594,253.730,261.959,289.674,277.738,328.978
MA,Bom Lugar,Nordeste,65.701,73.250,79.867,87.120,85.887,89.704,93.589,102.259
MA,Brejo,Nordeste,219.982,253.370,221.320,226.563,274.024,291.710,254.831,333.407
MA,Brejo de Areia,Nordeste,44.160,44.315,52.915,62.470,52.039,56.880,62.743,63.037
MA,Buriti,Nordeste,130.280,154.220,153.571,164.186,187.543,202.129,191.398,238.564
MA,Buriti Bravo,Nordeste,97.853,121.819,130.033,152.613,153.791,169.172,172.871,188.947
MA,Buriticupu,Nordeste,386.281,434.365,473.539,491.265,496.161,560.128,547.038,668.740
MA,Buritirana,Nordeste,64.214,69.985,75.849,91.869,89.418,99.237,95.937,113.957
MA,Cachoeira Grande,Nordeste,37.388,46.185,49.531,56.397,56.990,55.037,55.800,57.107
MA,Cajapió,Nordeste,39.246,40.994,43.933,51.030,53.269,55.239,59.442,63.027
MA,Cajari,Nordeste,76.248,83.745,89.360,98.377,98.950,103.119,109.247,111.816
MA,Campestre do Maranhão,Nordeste,78.196,100.175,133.814,148.854,173.647,165.206,197.437,194.761
MA,Cantanhede,Nordeste,84.009,100.487,109.901,121.757,120.067,124.232,130.391,136.162
MA,Capinzal do Norte,Nordeste,63.005,79.946,82.744,111.711,131.076,143.555,165.605,188.533
MA,Carolina,Nordeste,230.350,259.590,285.178,242.848,308.131,322.563,352.797,493.139
MA,Carutapera,Nordeste,128.702,138.625,144.879,166.659,155.306,165.981,166.572,205.404
MA,Caxias,Nordeste,1.324.810,1.419.668,1.451.640,1.669.413,1.708.947,1.810.191,1.810.975,1.914.170
MA,Cedral,Nordeste,47.178,53.501,54.388,57.317,63.704,67.404,68.655,70.739
MA,Central do Maranhão,Nordeste,31.287,35.450,36.429,43.625,43.714,48.115,46.821,46.940
MA,Centro Novo do Maranhão,Nordeste,98.971,111.449,117.381,141.450,140.870,146.351,137.811,155.375
MA,Centro do Guilherme,Nordeste,55.391,61.620,62.216,70.008,71.079,80.630,86.071,85.836
MA,Chapadinha,Nordeste,462.806,560.481,551.380,656.552,655.648,710.341,736.826,792.332
MA,Cidelândia,Nordeste,98.141,127.598,129.559,134.004,128.191,130.210,144.682,175.253
MA,Codó,Nordeste,777.227,884.863,880.433,1.025.608,954.063,961.571,1.033.416,1.104.557
MA,Coelho Neto,Nordeste,254.515,322.053,350.541,376.671,337.821,366.978,363.065,388.461
MA,Colinas,Nordeste,247.566,287.907,304.072,300.140,321.582,383.083,402.481,458.646
MA,Conceição do Lago-Açu,Nordeste,81.131,88.724,95.176,108.033,97.202,109.203,122.809,133.598
MA,Coroatá,Nordeste,290.776,342.553,354.079,402.038,397.738,456.535,443.384,479.651
MA,Cururupu,Nordeste,157.226,179.723,183.721,202.342,215.857,233.826,230.005,230.587
MA,Cândido Mendes,Nordeste,87.383,101.963,103.628,125.762,121.929,129.672,135.409,149.159
MA,Dom Pedro,Nordeste,160.229,183.301,206.382,212.374,223.561,229.483,234.858,245.123
MA,Duque Bacelar,Nordeste,43.844,58.917,56.055,64.590,68.642,76.860,75.728,78.594
MA,Esperantinópolis,Nordeste,102.600,122.123,119.781,132.049,124.108,140.249,143.256,147.476
MA,Estreito,Nordeste,854.344,614.838,686.504,686.367,793.960,982.492,944.775,982.443
MA,Feira Nova do Maranhão,Nordeste,47.726,52.927,82.182,67.412,65.115,75.600,81.424,88.347
MA,Fernando Falcão,Nordeste,38.217,46.157,46.982,52.509,54.846,70.161,68.857,84.219
MA,Formosa da Serra Negra,Nordeste,102.543,108.304,113.576,130.364,131.833,139.835,145.391,161.152
MA,Fortaleza dos Nogueiras,Nordeste,122.809,126.136,125.562,128.291,141.838,158.398,160.426,230.519
MA,Fortuna,Nordeste,87.269,99.915,89.291,97.851,102.699,108.006,110.910,126.393
MA,Godofredo Viana,Nordeste,132.739,147.847,122.213,68.685,75.766,114.843,415.681,1.324.434
MA,Gonçalves Dias,Nordeste,82.285,96.628,107.551,111.169,114.542,120.683,127.000,132.738
MA,Governador Archer,Nordeste,48.625,58.287,64.251,71.788,67.241,77.554,67.993,82.825
MA,Governador Edison Lobão,Nordeste,221.052,310.524,272.121,309.553,262.396,256.702,265.820,322.582
MA,Governador Eugênio Barros,Nordeste,70.032,74.407,88.280,93.957,95.062,97.604,102.441,113.539
MA,Governador Luiz Rocha,Nordeste,37.175,40.358,44.583,46.819,50.910,55.414,56.922,65.768
MA,Governador Newton Bello,Nordeste,46.505,45.262,52.381,62.546,60.912,67.248,66.964,74.807
MA,Governador Nunes Freire,Nordeste,154.639,166.049,168.186,188.534,181.561,214.645,220.002,226.006
MA,Grajaú,Nordeste,480.883,537.013,530.213,571.181,669.769,750.825,738.529,834.600
MA,Graça Aranha,Nordeste,31.417,32.712,36.882,39.114,42.154,38.686,41.006,44.799
MA,Guimarães,Nordeste,56.402,61.284,62.826,71.858,81.860,84.478,82.500,86.849
MA,Humberto de Campos,Nordeste,103.936,116.471,119.233,137.047,144.749,161.007,161.364,168.719
MA,Icatu,Nordeste,94.255,110.440,118.202,134.071,133.765,155.840,161.612,172.388
MA,Igarapé Grande,Nordeste,57.979,71.327,71.854,86.374,81.835,88.857,93.195,103.997
MA,Igarapé do Meio,Nordeste,164.831,119.678,122.983,157.526,159.422,186.081,197.734,231.505
MA,Imperatriz,Nordeste,5.071.532,5.741.926,6.010.806,6.977.204,6.609.422,7.141.379,7.450.113,7.230.564
MA,Itaipava do Grajaú,Nordeste,70.736,70.906,64.866,76.743,78.569,84.230,88.326,88.913
MA,Itapecuru Mirim,Nordeste,394.836,463.974,482.128,551.510,594.081,562.978,552.351,652.801
MA,Itinga do Maranhão,Nordeste,193.587,220.161,230.848,270.001,283.493,316.903,327.257,407.084
MA,Jatobá,Nordeste,36.581,48.842,48.820,55.949,59.925,64.818,66.656,73.253
MA,Jenipapo dos Vieiras,Nordeste,66.392,76.935,80.687,87.026,89.203,93.561,101.454,107.192
MA,Joselândia,Nordeste,73.540,88.532,81.379,96.828,97.469,86.452,93.649,114.014
MA,João Lisboa,Nordeste,136.927,173.203,179.947,201.514,190.145,216.440,213.700,234.411
MA,Junco do Maranhão,Nordeste,29.663,30.113,33.135,39.593,42.330,45.724,43.483,52.291
MA,Lago Verde,Nordeste,76.420,84.645,88.235,97.400,99.231,105.373,116.404,130.886
MA,Lago da Pedra,Nordeste,254.077,282.883,325.781,362.458,366.466,395.324,414.224,421.587
MA,Lago do Junco,Nordeste,44.187,52.022,56.901,67.200,65.710,69.138,70.008,69.067
MA,Lago dos Rodrigues,Nordeste,49.179,59.715,59.923,68.917,72.046,79.571,74.692,104.481
MA,Lagoa Grande do Maranhão,Nordeste,62.387,64.206,71.234,68.528,72.172,78.590,76.992,85.935
MA,Lagoa do Mato,Nordeste,45.745,60.870,61.006,66.816,75.446,78.216,74.217,84.460
MA,Lajeado Novo,Nordeste,40.869,48.905,53.484,67.218,70.457,75.197,73.879,84.191
MA,Lima Campos,Nordeste,65.479,72.821,156.075,132.766,150.518,171.367,147.935,139.218
MA,Loreto,Nordeste,130.094,142.560,154.107,116.043,191.936,221.203,193.254,351.289
MA,Luís Domingues,Nordeste,31.729,34.848,33.374,37.812,48.059,49.725,46.049,51.817
MA,Magalhães de Almeida,Nordeste,87.819,103.341,94.846,109.536,115.468,122.879,118.117,126.775
MA,Maracaçumé,Nordeste,104.023,123.837,136.500,155.858,160.111,178.486,171.965,182.084
MA,Marajá do Sena,Nordeste,51.208,50.608,47.346,49.531,50.490,59.419,60.958,66.390
MA,Maranhãozinho,Nordeste,67.798,77.260,81.647,90.160,94.054,98.638,101.067,104.115
MA,Mata Roma,Nordeste,82.724,107.176,103.640,110.046,122.462,146.568,145.231,171.591
MA,Matinha,Nordeste,100.868,119.190,129.416,140.440,155.135,161.407,165.288,178.058
MA,Matões,Nordeste,114.635,137.060,151.744,168.979,174.474,184.510,196.407,210.838
MA,Matões do Norte,Nordeste,54.844,65.965,68.371,80.019,79.297,78.611,74.937,83.871
MA,Milagres do Maranhão,Nordeste,36.764,47.688,43.703,45.480,50.278,53.229,49.781,69.444
MA,Mirador,Nordeste,114.832,136.370,156.196,149.750,179.763,205.687,181.018,237.626
MA,Miranda do Norte,Nordeste,251.009,332.715,462.700,470.001,487.752,535.702,481.591,523.808
MA,Mirinzal,Nordeste,56.916,64.734,77.271,85.265,90.901,101.529,102.602,104.861
MA,Montes Altos,Nordeste,44.586,50.027,53.958,60.034,61.797,65.983,62.778,71.944
MA,Monção,Nordeste,146.662,157.706,168.448,188.452,199.130,216.890,234.000,237.988
MA,Morros,Nordeste,76.106,95.827,96.239,110.899,117.045,124.207,134.789,130.641
MA,Nina Rodrigues,Nordeste,43.500,51.038,53.316,59.734,64.827,72.275,76.513,82.447
MA,Nova Colinas,Nordeste,44.078,45.688,49.458,47.981,55.841,57.190,56.551,73.670
MA,Nova Iorque,Nordeste,23.110,27.409,31.025,32.761,36.821,38.640,38.293,45.555
MA,Nova Olinda do Maranhão,Nordeste,111.643,125.447,121.396,127.573,132.416,132.901,140.927,155.021
MA,Olinda Nova do Maranhão,Nordeste,61.015,70.109,75.958,91.439,84.615,90.140,88.906,93.825
MA,Palmeirândia,Nordeste,90.958,104.910,108.542,122.394,124.598,123.618,124.816,129.099
MA,Paraibano,Nordeste,93.677,116.964,130.239,135.583,138.187,154.748,165.163,171.307
MA,Parnarama,Nordeste,145.540,163.595,195.684,190.770,199.564,228.413,234.793,280.630
MA,Passagem Franca,Nordeste,82.398,103.372,109.500,123.300,127.969,146.930,155.280,169.084
MA,Pastos Bons,Nordeste,114.058,152.816,161.158,157.982,190.276,196.795,198.118,253.347
MA,Paulino Neves,Nordeste,63.570,70.424,73.739,99.092,106.005,102.909,104.409,97.139
MA,Paulo Ramos,Nordeste,114.725,130.188,134.938,151.229,145.685,150.252,162.104,159.826
MA,Paço do Lumiar,Nordeste,577.554,694.752,715.408,793.261,864.315,930.720,990.949,1.075.716
MA,Pedreiras,Nordeste,343.869,411.536,426.639,496.028,562.492,600.883,582.332,602.168
MA,Pedro do Rosário,Nordeste,101.084,117.531,124.442,139.323,131.169,139.964,146.378,154.363
MA,Penalva,Nordeste,133.268,146.410,153.678,168.072,187.584,213.768,216.609,236.306
MA,Peri Mirim,Nordeste,54.562,61.976,64.421,71.696,76.885,78.299,77.349,81.451
MA,Peritoró,Nordeste,115.698,140.073,142.182,169.907,182.687,217.463,202.702,204.592
MA,Pindaré-Mirim,Nordeste,178.341,200.653,372.214,314.266,282.566,259.739,269.157,319.989
MA,Pinheiro,Nordeste,560.518,668.712,680.963,796.279,828.267,825.423,895.654,913.800
MA,Pio XII,Nordeste,107.714,124.587,135.501,159.968,147.358,159.009,161.318,172.935
MA,Pirapemas,Nordeste,72.358,94.160,92.782,110.636,110.406,116.249,115.792,125.637
MA,Porto Franco,Nordeste,495.838,413.748,426.117,499.853,470.765,522.458,517.130,698.222
MA,Porto Rico do Maranhão,Nordeste,27.095,31.056,33.940,38.471,41.899,40.386,44.516,43.635
MA,Poção de Pedras,Nordeste,106.072,124.232,118.846,140.071,135.541,148.815,152.205,142.727
MA,Presidente Juscelino,Nordeste,72.309,83.422,81.490,91.862,92.250,86.920,81.889,84.285
MA,Presidente Médici,Nordeste,34.208,37.936,40.755,47.911,47.715,48.710,48.017,55.248
MA,Presidente Sarney,Nordeste,118.089,125.214,125.989,142.663,136.039,127.983,128.890,136.674
MA,Presidente Vargas,Nordeste,46.141,54.205,55.083,57.701,58.277,69.710,68.336,72.710
MA,Primeira Cruz,Nordeste,54.330,62.493,68.025,76.062,75.664,76.491,78.443,84.003
MA,Raposa,Nordeste,179.037,196.914,179.273,210.757,213.007,237.393,246.828,260.325
MA,Riachão,Nordeste,251.429,264.995,267.004,216.189,309.885,352.488,335.046,550.748
MA,Ribamar Fiquene,Nordeste,51.527,54.956,66.202,71.755,77.430,82.556,94.143,108.710
MA,Rosário,Nordeste,218.141,290.933,276.763,306.654,310.641,357.498,371.096,404.233
MA,Sambaíba,Nordeste,184.390,184.388,217.161,88.567,216.552,252.217,187.125,405.814
MA,Santa Filomena do Maranhão,Nordeste,37.283,44.642,40.179,40.929,47.169,49.914,51.008,54.626
MA,Santa Helena,Nordeste,192.086,217.598,222.823,261.400,279.040,286.056,268.495,286.084
MA,Santa Luzia do Paruá,Nordeste,242.749,197.218,210.468,222.390,201.655,213.777,209.575,241.093
MA,Santa Quitéria do Maranhão,Nordeste,117.525,136.992,149.720,168.887,162.900,184.783,182.771,190.346
MA,Santa Rita,Nordeste,161.435,200.996,240.548,267.724,268.458,269.843,297.588,291.182
MA,Santana do Maranhão,Nordeste,45.812,51.844,51.743,57.159,58.103,64.675,66.746,94.138
MA,Santo Amaro do Maranhão,Nordeste,52.859,68.618,65.783,76.872,81.058,79.082,78.776,85.793
MA,Santo Antônio dos Lopes,Nordeste,1.805.433,814.806,921.936,1.276.244,1.613.800,1.913.636,1.864.002,2.389.821
MA,Satubinha,Nordeste,45.409,53.462,57.617,65.731,66.342,71.238,77.630,80.218
MA,Senador Alexandre Costa,Nordeste,46.222,61.261,58.882,62.427,74.199,81.105,88.625,94.649
MA,Senador La Rocque,Nordeste,113.834,122.135,124.350,147.948,150.237,145.160,145.954,172.360
MA,Serrano do Maranhão,Nordeste,40.994,51.386,55.541,63.907,67.263,68.692,53.399,61.924
MA,Sucupira do Norte,Nordeste,51.498,60.190,65.303,64.585,74.318,77.581,79.527,105.365
MA,Sucupira do Riachão,Nordeste,25.215,32.610,35.082,39.319,42.312,40.891,41.268,41.063
MA,São Benedito do Rio Preto,Nordeste,65.313,87.289,88.553,104.917,111.226,124.575,126.021,140.901
MA,São Bento,Nordeste,179.096,204.817,228.873,437.281,257.121,273.716,270.449,284.362
MA,São Bernardo,Nordeste,202.670,230.865,230.061,263.272,248.031,281.006,283.234,260.396
MA,São Domingos do Azeitão,Nordeste,169.252,155.148,155.677,110.603,173.390,217.053,174.047,243.224
MA,São Domingos do Maranhão,Nordeste,213.510,239.706,267.462,252.237,269.082,290.536,291.086,325.941
MA,São Francisco do Brejão,Nordeste,63.837,74.350,84.776,95.909,95.613,102.383,99.405,104.319
MA,São Francisco do Maranhão,Nordeste,49.074,57.349,58.795,61.615,71.996,74.495,75.982,83.071
MA,São Félix de Balsas,Nordeste,32.058,33.904,36.323,38.941,47.926,46.637,44.361,64.059
MA,São José de Ribamar,Nordeste,1.364.988,1.583.683,1.712.555,1.914.649,2.005.253,2.176.258,2.122.860,2.165.447
MA,São José dos Basílios,Nordeste,35.292,44.174,42.025,42.868,52.235,50.427,53.288,56.941
MA,São João Batista,Nordeste,89.157,98.722,102.406,115.818,123.443,122.744,122.792,130.589
MA,São João do Carú,Nordeste,76.968,84.124,83.392,90.484,85.452,91.001,93.428,103.677
MA,São João do Paraíso,Nordeste,70.790,83.036,108.561,149.853,116.892,123.541,121.012,125.000
MA,São João do Soter,Nordeste,65.766,78.760,79.645,95.422,94.708,101.575,108.805,124.973
MA,São João dos Patos,Nordeste,176.905,229.986,222.105,256.199,263.222,266.607,273.242,299.925
MA,São Luís,Nordeste,23.134.440,27.308.046,26.798.107,28.350.665,29.846.794,33.577.348,32.102.448,33.074.010
MA,São Luís Gonzaga do Maranhão,Nordeste,121.434,138.079,134.251,129.486,126.874,137.921,139.377,143.632
MA,São Mateus do Maranhão,Nordeste,207.011,241.195,264.211,309.701,370.150,344.744,321.124,352.405
MA,São Pedro da Água Branca,Nordeste,71.771,69.903,76.059,89.560,95.127,97.210,106.482,105.277
MA,São Pedro dos Crentes,Nordeste,39.948,45.964,46.755,50.757,51.780,53.531,53.162,70.871
MA,São Raimundo das Mangabeiras,Nordeste,258.214,303.795,352.517,395.668,385.799,415.658,516.311,610.965
MA,São Raimundo do Doca Bezerra,Nordeste,26.724,33.069,32.047,36.779,35.472,38.355,36.066,40.213
MA,São Roberto,Nordeste,28.614,33.351,34.346,38.453,43.145,40.971,40.813,46.237
MA,São Vicente Ferrer,Nordeste,104.997,115.749,114.836,129.701,132.105,137.053,132.101,137.319
MA,Sítio Novo,Nordeste,91.022,101.624,117.132,135.654,142.734,152.355,167.190,190.001
MA,Tasso Fragoso,Nordeste,721.635,796.586,725.163,489.842,984.288,1.164.254,1.206.681,2.231.497
MA,Timbiras,Nordeste,103.234,114.838,125.579,138.486,150.305,167.532,170.039,173.302
MA,Timon,Nordeste,1.249.941,1.394.684,1.340.155,1.602.604,1.796.157,1.861.126,1.896.718,2.095.633
MA,Trizidela do Vale,Nordeste,118.577,147.036,147.005,174.197,192.364,281.096,331.756,274.625
MA,Tufilândia,Nordeste,29.728,34.779,37.214,39.929,46.794,48.447,49.165,50.833
MA,Tuntum,Nordeste,213.052,250.545,249.474,278.201,276.483,312.736,324.287,346.650
MA,Turiaçu,Nordeste,244.136,263.803,253.073,291.015,286.312,254.502,236.491,263.249
MA,Turilândia,Nordeste,110.074,132.254,130.669,144.991,156.656,158.752,162.115,181.677
MA,Tutóia,Nordeste,254.590,298.379,320.974,389.837,394.417,408.841,413.286,433.979
MA,Urbano Santos,Nordeste,112.639,145.385,144.365,176.836,181.721,190.595,195.985,214.701
MA,Vargem Grande,Nordeste,222.025,269.691,266.645,283.886,307.783,325.136,342.665,379.050
MA,Vila Nova dos Martírios,Nordeste,64.973,87.085,90.852,218.505,108.215,110.401,117.401,137.405
MA,Vitorino Freire,Nordeste,176.572,186.211,197.841,212.606,224.540,256.624,252.931,266.177
MA,Vitória do Mearim,Nordeste,175.928,203.131,280.310,283.009,255.535,257.389,243.495,259.456
MA,Zé Doca,Nordeste,342.145,378.564,352.275,381.227,386.206,433.279,441.978,456.162
MA,Água Doce do Maranhão,Nordeste,53.098,59.143,64.838,73.179,73.174,85.969,84.659,89.637
MG,Campestre,Sudeste,241.193,274.541,306.214,340.527,351.420,330.006,323.746,416.696
MG,Ouro Branco,Sudeste,2.941.250,3.110.242,3.220.454,2.974.421,3.360.517,4.075.079,4.183.473,4.576.805
MG,Viçosa,Sudeste,1.185.972,1.304.973,1.397.321,1.507.901,1.557.715,1.634.791,1.750.583,1.784.080
MG,Candeias,Sudeste,189.994,207.219,229.588,306.738,260.665,247.320,254.235,299.681
MG,Canápolis,Sudeste,286.828,282.164,256.018,329.104,346.698,344.774,429.392,555.471
MG,Santa Bárbara,Sudeste,703.356,715.828,697.702,719.151,766.291,827.860,868.631,1.101.703
MG,Santa Luzia,Sudeste,3.160.573,3.240.402,3.244.736,3.303.465,3.785.048,3.984.679,4.133.081,4.520.294
MG,Boa Esperança,Sudeste,612.175,650.670,697.007,875.750,832.925,821.441,773.463,925.930
MG,Cachoeira Dourada,Sudeste,59.473,58.629,66.791,68.021,74.794,72.891,80.881,103.352
MG,Formoso,Sudeste,151.894,164.283,161.155,177.876,154.429,201.371,184.569,250.105
MG,Lagoa Santa,Sudeste,1.418.298,1.664.265,1.665.738,1.965.707,1.661.191,1.650.118,1.817.034,1.867.108
MG,Presidente Juscelino,Sudeste,46.882,45.851,43.233,45.796,42.499,45.338,52.007,53.757
MG,São João do Paraíso,Sudeste,144.036,168.927,195.204,190.330,200.161,216.218,235.296,252.544
MG,Abadia dos Dourados,Sudeste,138.694,191.426,164.480,180.339,154.908,128.209,127.672,153.873
MG,Abaeté,Sudeste,305.773,349.638,339.607,430.062,426.035,495.331,517.691,555.814
MG,Abre Campo,Sudeste,136.194,155.155,183.092,187.936,185.924,187.601,203.535,226.522
MG,Acaiaca,Sudeste,30.399,31.129,31.874,36.386,38.762,44.292,55.935,58.057
MG,Aguanil,Sudeste,42.544,47.623,49.057,64.377,59.670,60.088,62.161,71.565
MG,Aimorés,Sudeste,384.762,382.325,397.552,401.361,433.956,456.810,461.974,577.756
MG,Aiuruoca,Sudeste,67.580,69.888,76.285,98.675,89.679,92.889,99.280,112.993
MG,Alagoa,Sudeste,26.948,28.217,29.932,31.454,35.474,35.971,39.314,46.047
MG,Albertina,Sudeste,52.569,71.822,76.618,78.454,84.717,89.067,47.356,106.047
MG,Alfenas,Sudeste,1.759.769,1.949.166,2.126.580,2.296.071,2.664.279,2.612.263,2.584.363,2.724.216
MG,Alfredo Vasconcelos,Sudeste,71.944,72.835,81.190,92.923,84.166,94.819,121.556,117.608
MG,Almenara,Sudeste,370.748,416.534,459.585,473.769,496.282,535.339,609.521,632.753
MG,Alpercata,Sudeste,63.299,63.495,65.791,76.834,78.748,79.035,85.134,87.460
MG,Alpinópolis,Sudeste,258.792,288.613,302.030,347.186,352.430,357.274,406.340,450.320
