UF,Municipio,Regiao,2013,2014,2015,2016,2017,2018,2019,2020
PB,Juarez Távora,Nordeste,44.646,50.273,53.604,57.166,63.093,62.800,62.263,71.126
PB,Juazeirinho,Nordeste,106.043,125.298,134.455,144.780,154.338,172.349,184.579,189.757
PB,Junco do Seridó,Nordeste,46.646,55.937,61.437,70.293,65.187,69.906,72.918,79.237
PB,Juripiranga,Nordeste,76.287,84.177,87.344,99.283,99.769,97.969,103.485,111.149
PB,Juru,Nordeste,54.129,59.294,63.812,70.983,74.008,73.573,75.825,80.528
PB,Lagoa,Nordeste,26.305,29.471,31.651,33.479,37.793,37.904,40.085,47.457
PB,Lagoa Seca,Nordeste,199.181,211.374,235.748,253.019,259.417,272.294,280.830,291.871
PB,Lagoa de Dentro,Nordeste,50.628,56.547,61.862,66.586,71.622,72.719,74.351,78.762
PB,Lastro,Nordeste,18.525,19.539,22.157,23.658,26.081,26.244,26.142,27.679
PB,Livramento,Nordeste,38.878,44.574,48.474,53.340,57.242,56.863,58.078,62.033
PB,Logradouro,Nordeste,26.344,28.072,30.696,33.848,37.488,40.158,41.638,43.911
PB,Lucena,Nordeste,133.910,191.140,197.746,187.654,187.693,193.942,181.993,200.825
PB,Malta,Nordeste,35.626,39.534,43.765,47.490,49.597,54.406,53.655,72.954
PB,Mamanguape,Nordeste,418.411,478.736,541.738,612.304,625.220,636.866,689.371,691.495
PB,Manaíra,Nordeste,51.670,59.670,63.511,71.330,72.421,75.930,79.276,86.737
PB,Marcação,Nordeste,60.785,67.945,68.842,75.622,72.367,76.637,80.691,87.584
PB,Mari,Nordeste,133.719,150.518,169.687,193.933,191.180,200.781,216.414,220.662
PB,Marizópolis,Nordeste,35.145,42.540,46.773,52.579,61.344,62.285,69.767,72.650
PB,Massaranduba,Nordeste,81.134,92.285,95.669,96.484,102.104,108.062,113.385,123.133
PB,Mataraca,Nordeste,170.882,190.875,202.314,237.382,185.237,228.470,204.886,225.655
PB,Matinhas,Nordeste,39.615,41.586,42.380,43.572,41.686,46.851,49.239,51.295
PB,Mato Grosso,Nordeste,16.537,19.816,20.541,22.234,25.504,25.940,27.427,28.750
PB,Maturéia,Nordeste,36.470,42.476,43.354,47.200,50.512,51.351,54.064,55.489
PB,Mogeiro,Nordeste,90.098,99.475,108.240,115.156,129.981,128.304,135.376,164.207
PB,Montadas,Nordeste,30.501,41.644,71.070,61.490,61.437,46.844,48.751,52.407
PB,Monte Horebe,Nordeste,26.885,31.851,31.514,33.482,36.881,36.491,36.239,43.339
PB,Monteiro,Nordeste,285.995,343.654,406.205,449.303,495.876,523.757,576.911,577.456
PB,Natuba,Nordeste,62.873,67.837,67.389,76.857,80.816,81.796,85.890,92.093
PB,Nazarezinho,Nordeste,43.170,47.861,50.592,54.151,57.529,58.108,58.979,60.511
PB,Nova Floresta,Nordeste,63.433,69.971,76.349,79.904,82.903,84.849,88.924,90.757
PB,Nova Palmeira,Nordeste,29.213,32.157,36.613,38.786,39.415,41.784,43.449,42.370
PB,Olivedos,Nordeste,23.490,26.287,29.113,32.149,35.220,36.493,38.411,39.871
PB,Ouro Velho,Nordeste,20.897,24.140,27.337,29.682,31.212,30.760,31.562,34.582
PB,Parari,Nordeste,13.813,15.171,16.128,17.443,18.614,18.847,20.121,20.839
PB,Passagem,Nordeste,17.704,20.985,21.782,25.106,24.339,23.467,23.848,26.652
PB,Patos,Nordeste,1.155.462,1.337.497,1.460.231,1.546.309,1.712.176,1.714.453,1.914.109,1.919.075
PB,Paulista,Nordeste,78.216,90.873,100.669,106.536,119.574,133.547,137.826,143.493
PB,Pedra Lavrada,Nordeste,55.617,62.331,68.330,75.523,68.826,71.564,71.904,73.939
PB,Pedras de Fogo,Nordeste,375.679,444.201,400.927,446.402,425.426,393.917,414.401,537.518
PB,Pedro Régis,Nordeste,36.742,39.083,42.546,46.414,46.843,48.160,49.891,52.396
PB,Piancó,Nordeste,128.813,153.791,163.366,168.131,179.588,185.591,189.520,190.282
PB,Picuí,Nordeste,127.535,145.165,156.286,163.756,176.531,181.822,192.775,204.405
PB,Pilões,Nordeste,49.226,51.742,57.738,60.232,87.417,76.199,74.876,84.297
PB,Pilõezinhos,Nordeste,34.493,34.340,40.509,43.152,43.675,47.302,49.336,53.518
PB,Pirpirituba,Nordeste,60.570,67.803,73.251,79.994,85.036,87.566,88.955,90.573
PB,Pitimbu,Nordeste,128.122,137.224,187.435,275.180,265.290,257.659,318.574,375.572
PB,Pocinhos,Nordeste,180.139,183.570,208.228,222.637,233.676,230.942,242.455,271.452
PB,Pombal,Nordeste,267.532,308.302,342.079,367.268,381.280,391.719,415.781,426.370
PB,Poço Dantas,Nordeste,23.264,25.408,27.095,29.548,33.453,34.385,36.982,36.260
PB,Poço de José de Moura,Nordeste,28.220,32.459,36.158,37.688,40.622,40.474,41.563,44.249
PB,Princesa Isabel,Nordeste,152.355,173.396,182.923,216.491,212.930,226.137,251.496,255.319
PB,Puxinanã,Nordeste,76.427,82.783,89.526,89.957,97.324,103.402,108.222,121.534
PB,Remígio,Nordeste,127.085,138.198,151.754,150.727,168.974,166.495,174.139,174.606
PB,Riacho de Santo Antônio,Nordeste,15.609,18.130,18.912,20.134,21.693,24.935,26.247,26.820
PB,Riacho dos Cavalos,Nordeste,48.987,57.771,62.067,67.260,70.509,73.248,82.052,84.970
PB,Riachão do Bacamarte,Nordeste,29.349,33.471,36.941,39.014,40.960,42.205,45.204,47.069
PB,Riachão do Poço,Nordeste,30.350,34.041,38.284,40.773,43.856,45.065,47.441,52.131
PB,Rio Tinto,Nordeste,191.865,225.627,227.969,259.650,238.589,244.360,266.761,287.787
PB,Salgadinho,Nordeste,20.238,21.921,23.677,25.154,25.439,26.935,27.904,30.829
PB,Salgado de São Félix,Nordeste,72.091,77.717,97.670,118.210,111.521,125.550,117.941,129.066
PB,Santa Cecília,Nordeste,39.794,46.848,45.519,48.954,53.031,53.260,54.403,58.652
PB,Santa Cruz,Nordeste,38.449,42.643,45.716,50.224,55.394,54.433,56.360,58.348
PB,Santana de Mangueira,Nordeste,32.095,35.852,37.265,37.235,40.149,42.290,43.959,45.641
PB,Santana dos Garrotes,Nordeste,42.842,46.800,48.859,50.482,53.616,55.670,56.925,62.213
PB,Santo André,Nordeste,19.624,19.685,21.475,22.350,24.161,25.552,26.240,29.053
PB,Sapé,Nordeste,401.686,467.731,514.699,554.078,529.919,551.442,609.459,631.896
PB,Serra Branca,Nordeste,87.013,103.129,110.256,113.661,117.769,124.866,130.601,135.273
PB,Serra Grande,Nordeste,34.833,39.671,42.864,43.358,48.355,27.890,27.992,29.524
PB,Serra Redonda,Nordeste,45.317,49.767,50.219,53.132,59.669,60.231,64.517,71.719
PB,Serra da Raiz,Nordeste,22.876,25.369,27.197,29.705,31.487,32.307,33.045,34.534
PB,Serraria,Nordeste,56.227,47.093,52.416,54.679,58.897,57.409,57.632,62.011
PB,Sertãozinho,Nordeste,34.142,36.517,39.767,42.350,46.042,47.488,48.449,52.575
PB,Sobrado,Nordeste,58.667,66.499,70.936,78.110,86.885,87.665,94.273,96.755
PB,Soledade,Nordeste,127.617,143.022,164.697,167.746,170.487,165.720,177.928,186.494
PB,Solânea,Nordeste,188.960,219.294,236.332,255.875,264.121,281.838,300.660,324.606
PB,Sossêgo,Nordeste,21.998,24.919,26.830,29.387,31.231,32.629,34.134,35.749
PB,Sousa,Nordeste,809.282,925.559,974.279,1.048.494,1.085.629,1.111.339,1.176.421,1.253.768
PB,Sumé,Nordeste,118.267,128.449,159.782,160.217,174.663,173.819,184.531,195.326
PB,São Bentinho,Nordeste,30.198,32.581,37.327,41.397,40.297,46.242,48.814,49.347
PB,São Domingos do Cariri,Nordeste,16.421,18.630,20.790,22.244,23.775,23.920,24.657,26.601
PB,São José da Lagoa Tapada,Nordeste,43.384,48.769,52.186,55.010,57.795,58.805,62.359,63.289
PB,São José de Caiana,Nordeste,32.737,36.849,38.446,40.107,46.278,47.226,47.852,50.960
PB,São José de Espinharas,Nordeste,32.194,39.350,36.891,61.186,48.505,47.290,45.088,51.495
PB,São José de Piranhas,Nordeste,134.426,165.820,181.675,174.738,175.932,190.391,204.438,220.073
PB,São José de Princesa,Nordeste,21.305,23.158,24.531,27.295,29.101,29.428,30.640,33.725
PB,São José do Bonfim,Nordeste,17.444,19.781,20.717,24.302,27.324,28.685,29.332,29.975
PB,São José do Brejo do Cruz,Nordeste,13.624,16.035,17.205,19.488,23.009,23.717,25.235,26.347
PB,São José do Sabugi,Nordeste,30.767,34.872,37.438,41.914,59.405,117.398,94.219,96.280
PB,São José dos Cordeiros,Nordeste,20.160,21.875,23.831,26.523,28.623,30.914,32.198,34.378
PB,São José dos Ramos,Nordeste,33.882,38.169,40.723,44.372,46.981,47.511,48.449,53.964
PB,São João do Cariri,Nordeste,32.220,35.782,38.718,41.349,42.852,44.577,44.397,49.289
PB,São João do Rio do Peixe,Nordeste,127.291,139.262,153.960,168.174,171.752,185.444,190.655,210.261
PB,São João do Tigre,Nordeste,22.372,25.016,28.039,30.874,34.027,34.985,35.335,37.766
PB,São Mamede,Nordeste,58.265,60.136,61.320,67.173,69.263,70.473,70.042,75.749
PB,São Miguel de Taipu,Nordeste,44.435,48.559,51.818,57.915,62.373,65.150,68.316,78.421
PB,São Sebastião de Lagoa de Roça,Nordeste,65.282,69.751,76.273,80.012,86.631,94.446,94.617,99.821
PB,São Sebastião do Umbuzeiro,Nordeste,20.720,23.329,25.496,31.263,31.038,32.515,32.818,35.134
PB,Tavares,Nordeste,80.229,92.079,98.678,108.410,108.713,115.063,120.693,130.641
PB,Teixeira,Nordeste,103.795,113.479,116.521,127.942,135.528,137.425,143.750,153.164
PB,Tenório,Nordeste,22.331,23.845,25.396,27.527,28.110,28.253,29.480,30.606
PB,Triunfo,Nordeste,54.277,59.311,65.731,73.074,74.713,73.384,74.812,80.899
PB,Uiraúna,Nordeste,114.232,134.146,141.785,156.625,162.924,164.776,173.818,177.872
PB,Umbuzeiro,Nordeste,57.995,63.156,66.493,69.533,72.567,74.204,76.567,83.562
PB,Vieirópolis,Nordeste,29.529,32.399,35.705,38.293,41.396,41.976,41.819,45.263
PB,Vista Serrana,Nordeste,23.071,25.369,26.738,29.754,33.191,33.899,35.561,36.737
PB,Várzea,Nordeste,22.731,24.743,27.336,27.175,29.715,30.165,31.479,34.040
PB,Zabelê,Nordeste,13.258,14.827,18.479,19.572,22.411,23.808,23.477,25.084
PE,Bonito,Nordeste,271.777,302.961,319.492,363.574,402.865,390.529,457.119,453.365
PE,Itambé,Nordeste,270.184,358.831,379.557,464.334,494.818,424.626,460.580,497.812
PE,Terra Nova,Nordeste,52.948,57.473,58.094,62.601,67.358,68.546,70.550,79.876
PE,Cedro,Nordeste,66.097,72.077,74.944,79.587,87.530,88.577,96.601,101.519
PE,Trindade,Nordeste,261.824,273.605,284.063,291.089,281.806,315.848,323.139,344.865
PE,Bom Jardim,Nordeste,215.891,244.799,249.553,315.797,339.995,327.138,336.810,353.925
PE,Jatobá,Nordeste,94.089,103.377,104.063,107.626,122.689,125.023,130.997,133.400
PE,Lagoa Grande,Nordeste,263.259,257.088,256.751,287.730,327.416,320.781,392.684,380.783
PE,Santa Terezinha,Nordeste,54.309,62.193,66.655,76.148,81.836,85.903,90.681,92.572
PE,Primavera,Nordeste,130.795,131.693,140.481,158.817,168.864,158.397,167.584,263.578
PE,Alagoinha,Nordeste,98.855,104.547,113.100,118.907,124.657,132.917,140.149,145.771
PE,Condado,Nordeste,166.327,181.699,191.826,204.465,214.311,221.435,232.793,243.216
PE,Paulista,Nordeste,3.772.154,4.182.900,4.001.582,3.803.798,4.018.623,4.190.121,4.542.570,4.526.572
PE,Salgadinho,Nordeste,43.979,49.470,51.681,58.288,62.142,67.496,71.621,77.727
PE,Santa Cruz,Nordeste,78.769,88.523,91.094,97.963,100.486,108.712,121.362,130.968
PE,Triunfo,Nordeste,101.882,112.670,110.441,130.760,138.856,142.026,148.213,146.940
PE,Abreu e Lima,Nordeste,1.220.149,1.344.884,1.333.651,1.416.084,2.003.007,1.725.557,1.778.582,1.825.291
PE,Afogados da Ingazeira,Nordeste,329.764,385.724,365.497,385.412,405.079,436.230,464.900,468.609
PE,Afrânio,Nordeste,123.723,133.466,143.591,150.207,166.121,165.035,170.060,272.962
PE,Agrestina,Nordeste,168.244,195.479,200.478,220.756,248.233,254.425,282.329,313.377
PE,Aliança,Nordeste,233.526,257.732,267.519,299.930,313.640,313.549,328.164,329.048
PE,Altinho,Nordeste,117.968,134.777,136.070,139.795,153.946,171.951,176.571,184.723
PE,Amaraji,Nordeste,156.830,163.399,169.480,186.377,209.645,222.706,224.516,297.482
PE,Angelim,Nordeste,70.160,82.436,96.894,111.109,113.953,118.503,137.880,131.815
PE,Araripina,Nordeste,681.296,778.797,758.157,786.323,987.505,1.032.652,1.048.994,1.052.997
PE,Araçoiaba,Nordeste,96.281,114.622,114.879,128.979,139.010,139.546,149.488,167.658
PE,Arcoverde,Nordeste,779.395,874.042,803.846,948.980,977.866,1.007.779,1.095.740,1.268.771
PE,Barra de Guabiraba,Nordeste,69.626,79.737,84.736,93.194,101.790,130.011,135.349,153.684
PE,Barreiros,Nordeste,342.398,392.303,393.926,410.024,429.669,424.829,443.111,456.514
PE,Belo Jardim,Nordeste,1.265.451,1.315.565,1.318.327,1.504.741,1.805.502,1.883.292,1.940.835,1.962.323
PE,Belém de Maria,Nordeste,62.666,63.269,62.839,72.155,76.805,80.045,84.914,89.944
PE,Betânia,Nordeste,59.393,70.822,69.398,71.180,89.777,87.831,91.093,98.471
PE,Bezerros,Nordeste,528.409,588.291,612.979,641.654,711.513,721.912,761.823,748.309
PE,Bodocó,Nordeste,189.119,209.577,230.476,236.718,247.355,276.852,289.303,293.307
PE,Bom Conselho,Nordeste,336.222,407.477,436.582,476.159,481.173,503.864,556.297,605.374
PE,Brejinho,Nordeste,41.258,45.713,48.181,53.094,51.751,55.557,61.927,69.219
PE,Brejo da Madre de Deus,Nordeste,243.722,281.942,298.753,325.242,353.158,375.202,403.190,423.569
PE,Brejão,Nordeste,80.516,93.623,96.424,134.208,168.368,144.891,175.368,204.904
PE,Buenos Aires,Nordeste,69.592,77.939,81.550,82.392,91.098,103.050,111.757,119.571
PE,Buíque,Nordeste,299.323,318.581,340.511,380.715,411.031,407.034,442.451,470.108
PE,Cabo de Santo Agostinho,Nordeste,7.522.346,7.887.875,8.078.057,8.656.731,10.031.202,9.756.949,9.939.786,10.091.234
PE,Cabrobó,Nordeste,324.360,368.175,317.393,372.899,404.210,384.495,412.751,406.206
PE,Cachoeirinha,Nordeste,141.178,155.524,163.066,171.908,202.167,218.011,223.925,227.951
PE,Caetés,Nordeste,142.208,158.295,197.094,245.079,417.640,486.416,338.068,358.678
PE,Calumbi,Nordeste,34.686,36.981,36.748,42.382,47.504,50.245,51.366,52.446
PE,Calçado,Nordeste,70.081,86.532,92.197,75.322,90.310,93.553,102.408,122.298
PE,Camaragibe,Nordeste,1.115.451,1.330.298,1.363.249,1.473.678,1.756.760,1.850.658,2.132.876,2.157.380
PE,Camocim de São Félix,Nordeste,113.037,131.189,139.800,150.311,160.771,153.607,165.518,159.053
PE,Camutanga,Nordeste,178.322,167.050,226.246,193.417,190.588,129.393,143.956,142.960
PE,Canhotinho,Nordeste,136.098,174.535,173.922,198.863,192.954,189.300,210.626,228.009
PE,Capoeiras,Nordeste,125.955,144.707,150.433,160.263,198.956,212.826,208.942,223.443
PE,Carnaubeira da Penha,Nordeste,59.614,66.518,65.701,73.997,77.107,78.601,81.542,84.886
PE,Carnaíba,Nordeste,115.515,135.672,136.364,140.994,144.904,154.579,157.550,174.528
PE,Carpina,Nordeste,1.019.101,1.198.805,1.184.604,1.276.878,1.318.644,1.447.344,1.593.291,1.697.949
PE,Caruaru,Nordeste,5.300.774,6.263.040,6.129.055,6.261.484,6.874.476,7.147.897,7.604.314,7.518.244
PE,Casinhas,Nordeste,68.748,74.636,75.585,81.196,90.218,94.887,95.266,101.964
PE,Catende,Nordeste,240.803,266.167,254.555,264.656,289.144,285.711,297.305,324.147
PE,Chã Grande,Nordeste,148.390,161.507,165.589,177.495,207.865,199.845,221.440,240.357
PE,Chã de Alegria,Nordeste,74.628,82.675,129.253,123.445,137.538,149.109,161.137,168.585
PE,Correntes,Nordeste,103.763,111.940,127.158,133.370,151.074,149.819,174.168,184.198
PE,Cortês,Nordeste,92.527,107.719,104.855,125.968,105.235,119.298,114.981,114.116
PE,Cumaru,Nordeste,86.252,92.807,96.413,99.239,97.608,96.890,96.126,109.846
PE,Cupira,Nordeste,189.583,213.677,219.798,227.187,265.406,263.954,276.388,292.039
PE,Custódia,Nordeste,284.090,326.659,339.513,366.080,428.276,497.247,502.253,518.556
PE,Dormentes,Nordeste,149.358,164.596,160.688,196.360,214.781,217.241,220.573,222.531
PE,Escada,Nordeste,663.159,749.816,714.965,772.482,871.233,989.053,1.062.343,1.135.340
PE,Exu,Nordeste,187.868,205.477,209.976,223.198,238.194,268.481,288.999,314.560
PE,Feira Nova,Nordeste,128.068,138.581,148.819,167.016,190.754,191.029,202.775,211.970
PE,Fernando de Noronha,Nordeste,75.858,94.665,98.289,124.339,153.534,161.373,192.775,136.712
PE,Ferreiros,Nordeste,94.241,91.045,90.349,102.205,106.839,112.179,111.401,109.986
PE,Flores,Nordeste,108.087,124.764,122.100,144.801,183.259,170.087,179.391,183.787
PE,Floresta,Nordeste,357.062,368.312,359.574,395.890,412.537,417.435,432.067,410.239
PE,Frei Miguelinho,Nordeste,73.924,84.320,91.349,97.544,108.779,115.765,126.838,133.073
PE,Gameleira,Nordeste,167.754,190.272,196.206,236.503,205.405,220.789,236.773,242.332
PE,Garanhuns,Nordeste,1.798.795,1.865.104,1.988.101,2.090.674,2.342.216,2.441.500,2.605.080,2.995.776
PE,Glória do Goitá,Nordeste,266.069,368.140,375.755,399.796,479.264,456.510,415.695,473.303
PE,Goiana,Nordeste,1.523.593,2.417.853,3.928.984,5.570.161,9.154.029,9.225.149,10.070.555,7.469.510
PE,Granito,Nordeste,43.319,47.792,51.669,55.864,57.273,68.590,69.618,73.775
PE,Gravatá,Nordeste,854.681,949.021,935.712,1.015.770,1.068.764,1.124.633,1.232.567,1.245.187
PE,Iati,Nordeste,103.854,116.668,133.904,144.604,148.614,162.031,175.239,197.405
PE,Ibimirim,Nordeste,186.120,217.210,228.963,254.698,255.886,259.446,287.224,311.940
PE,Ibirajuba,Nordeste,41.028,51.813,53.019,56.029,60.412,60.773,64.097,70.154
PE,Igarassu,Nordeste,1.960.412,2.342.659,2.520.261,2.349.046,2.479.515,2.530.161,2.662.077,2.648.115
PE,Inajá,Nordeste,110.578,128.620,140.279,153.838,155.264,167.120,175.464,189.409
PE,Ingazeira,Nordeste,27.236,34.221,37.079,33.362,34.026,36.207,37.849,40.500
PE,Ipojuca,Nordeste,7.895.299,7.192.677,8.325.554,11.014.801,10.892.224,11.566.787,12.785.153,13.614.273
PE,Ipubi,Nordeste,206.381,212.761,235.669,254.277,269.160,293.126,320.412,359.667
PE,Itacuruba,Nordeste,42.858,53.928,49.752,53.161,53.413,55.396,61.943,65.972
PE,Itapetim,Nordeste,66.954,84.984,87.568,94.197,102.328,109.349,113.634,118.358
PE,Itapissuma,Nordeste,1.108.225,1.364.119,1.313.939,1.211.172,1.398.744,1.562.740,1.853.976,2.010.207
PE,Itaquitinga,Nordeste,116.693,141.569,152.428,130.487,129.665,131.862,139.161,138.324
PE,Itaíba,Nordeste,162.749,165.890,174.405,192.632,204.578,215.564,238.607,266.888
PE,Jaboatão dos Guararapes,Nordeste,12.089.771,13.449.683,13.324.825,13.405.930,13.540.091,13.359.060,13.894.358,13.295.777
PE,Jaqueira,Nordeste,67.533,77.683,79.378,89.450,101.857,108.723,98.892,100.725
PE,Jataúba,Nordeste,92.670,102.360,104.475,115.146,119.044,124.644,135.241,145.030
PE,Joaquim Nabuco,Nordeste,86.920,95.120,109.098,122.048,125.465,183.224,134.142,140.697
PE,João Alfredo,Nordeste,201.565,215.588,215.545,234.155,272.380,292.039,309.016,317.215
PE,Jucati,Nordeste,70.032,72.548,82.950,94.173,103.835,100.434,115.409,123.791
PE,Jupi,Nordeste,103.405,111.482,119.277,138.470,153.355,155.510,170.112,185.918
PE,Jurema,Nordeste,80.409,86.270,90.683,101.360,118.749,104.194,109.671,114.074
PE,Lagoa do Carro,Nordeste,125.280,151.023,165.925,201.866,228.047,247.482,285.715,273.053
PE,Lagoa do Ouro,Nordeste,69.555,88.209,94.732,104.262,112.483,115.748,120.608,130.522
PE,Lagoa dos Gatos,Nordeste,79.803,88.185,92.973,97.710,128.980,140.210,112.276,115.586
PE,Lajedo,Nordeste,324.636,381.597,367.335,410.109,451.077,446.606,488.772,494.081
PE,Limoeiro,Nordeste,539.835,597.236,607.820,689.023,743.385,775.996,805.489,752.891
PE,Macaparana,Nordeste,185.923,213.843,224.987,245.292,242.580,238.643,286.367,324.092
PE,Machados,Nordeste,102.931,115.315,101.404,181.474,200.850,212.060,190.359,184.145
PE,Manari,Nordeste,87.796,98.422,101.472,115.891,118.784,122.111,132.542,145.440
PE,Maraial,Nordeste,65.216,67.940,70.629,78.501,85.685,87.369,84.970,92.643
PE,Mirandiba,Nordeste,104.043,118.714,126.355,141.065,155.980,151.207,158.769,160.290
PE,Moreilândia,Nordeste,68.026,75.837,69.917,79.967,81.056,81.823,84.527,89.463
PE,Moreno,Nordeste,488.626,560.229,567.983,630.344,682.721,656.957,695.850,759.083
PE,Nazaré da Mata,Nordeste,349.619,402.375,423.492,469.784,520.236,527.639,548.700,590.819
PE,Olinda,Nordeste,4.899.995,5.348.686,5.272.572,5.271.214,5.437.636,5.534.197,5.772.696,5.627.058
PE,Orobó,Nordeste,199.940,225.019,261.420,311.810,333.792,321.650,353.902,373.202
PE,Orocó,Nordeste,138.099,150.080,158.913,212.003,151.483,173.748,188.642,175.355
PE,Ouricuri,Nordeste,435.273,493.483,501.423,552.333,612.240,666.759,710.356,711.391
PE,Palmares,Nordeste,760.503,813.566,784.772,813.866,833.618,800.113,853.498,832.184
PE,Palmeirina,Nordeste,49.784,56.937,63.865,72.701,72.513,68.730,72.633,74.871
PE,Panelas,Nordeste,137.346,152.974,159.629,163.803,175.759,190.136,194.432,208.042
PE,Paranatama,Nordeste,63.151,74.544,106.862,197.585,242.841,285.815,219.453,214.128
PE,Parnamirim,Nordeste,143.153,157.955,152.050,165.590,163.905,166.862,180.999,185.681
PE,Passira,Nordeste,164.441,189.465,185.144,207.198,219.998,224.556,231.215,230.801
PE,Paudalho,Nordeste,457.881,514.209,596.613,671.465,758.366,796.735,872.034,832.246
PE,Pedra,Nordeste,147.309,150.838,206.289,214.332,243.944,249.141,250.761,212.945
PE,Pesqueira,Nordeste,555.170,604.086,633.189,644.277,691.904,688.578,728.023,761.269
PE,Petrolina,Nordeste,4.882.785,5.325.907,5.550.217,5.764.621,5.988.818,6.686.069,7.263.773,6.879.661
PE,Petrolândia,Nordeste,443.407,580.015,855.688,898.029,1.078.866,1.329.896,1.477.551,1.774.562
PE,Pombos,Nordeste,250.985,298.836,316.184,336.850,363.983,365.651,437.939,479.772
PE,Poção,Nordeste,66.423,72.965,74.299,78.902,85.549,83.989,86.409,89.032
PE,Quipapá,Nordeste,143.411,166.485,172.929,192.355,175.507,179.653,184.444,186.005
PE,Quixaba,Nordeste,37.302,42.973,41.157,49.271,49.179,53.034,56.367,57.747
PE,Recife,Nordeste,46.771.183,50.515.887,48.059.861,49.405.397,51.839.333,52.404.684,54.688.386,50.311.002
PE,Riacho das Almas,Nordeste,132.413,160.184,157.550,153.238,166.293,181.668,192.932,217.391
PE,Ribeirão,Nordeste,329.983,373.601,368.780,410.767,387.435,447.034,463.996,493.739
PE,Rio Formoso,Nordeste,214.780,229.496,247.717,273.842,259.964,265.242,270.574,309.163
PE,Sairé,Nordeste,102.350,121.148,136.803,150.976,144.528,125.413,136.525,168.389
PE,Salgueiro,Nordeste,658.744,776.671,744.482,784.309,792.338,858.900,978.170,969.877
PE,Saloá,Nordeste,92.905,106.997,110.964,120.161,143.490,127.179,143.763,150.198
PE,Sanharó,Nordeste,147.157,162.989,169.494,178.103,193.910,199.185,212.049,217.739
PE,Santa Cruz da Baixa Verde,Nordeste,57.869,67.244,68.588,79.023,83.542,90.590,98.057,126.212
PE,Santa Cruz do Capibaribe,Nordeste,1.112.948,1.261.072,1.247.036,1.300.317,1.428.003,1.511.758,1.584.810,1.549.852
PE,Santa Filomena,Nordeste,63.204,73.970,75.239,82.616,91.193,97.973,101.123,109.429
PE,Santa Maria da Boa Vista,Nordeste,419.963,442.531,431.807,441.072,516.363,659.712,650.084,591.773
PE,Santa Maria do Cambucá,Nordeste,71.842,80.696,85.053,94.945,101.705,102.554,110.910,117.906
PE,Serra Talhada,Nordeste,1.090.726,1.252.558,1.228.482,1.284.216,1.336.854,1.373.071,1.541.923,1.583.082
PE,Serrita,Nordeste,105.813,114.302,118.649,134.694,136.759,134.469,138.322,148.601
PE,Sertânia,Nordeste,225.298,252.696,270.546,285.901,278.580,492.188,550.207,360.987
PE,Sirinhaém,Nordeste,422.508,486.856,507.264,559.962,482.254,489.112,521.639,586.992
PE,Solidão,Nordeste,33.768,37.974,37.011,38.889,41.238,43.969,45.960,48.858
PE,Surubim,Nordeste,596.604,662.351,654.815,699.165,771.621,753.827,811.231,821.966
PE,São Benedito do Sul,Nordeste,69.033,76.591,79.765,97.754,96.157,96.599,103.110,106.077
PE,São Bento do Una,Nordeste,649.597,734.693,836.829,966.182,953.021,1.085.466,1.297.073,1.335.884
PE,São Caitano,Nordeste,249.658,303.404,317.449,321.975,350.467,357.382,377.493,406.434
PE,São Joaquim do Monte,Nordeste,119.288,132.182,143.238,152.766,168.133,160.376,168.508,175.782
PE,São José da Coroa Grande,Nordeste,181.662,205.035,179.212,193.050,251.044,231.866,241.052,251.483
PE,São José do Belmonte,Nordeste,203.231,227.600,220.638,247.225,256.606,271.906,290.444,303.735
PE,São José do Egito,Nordeste,243.016,298.310,298.657,298.691,362.827,384.202,409.718,393.329
PE,São João,Nordeste,150.420,159.140,160.587,200.962,202.370,224.887,238.714,264.106
PE,São Lourenço da Mata,Nordeste,819.448,910.032,979.004,1.050.789,1.107.233,1.180.681,1.260.878,1.314.286
PE,Tabira,Nordeste,188.414,210.482,210.454,226.257,249.010,265.323,280.114,284.171
PE,Tacaimbó,Nordeste,81.637,96.813,103.108,115.003,126.850,162.561,199.827,156.567
PE,Tacaratu,Nordeste,117.543,141.935,275.464,149.948,170.629,173.299,182.010,204.058
PE,Tamandaré,Nordeste,208.656,232.456,241.838,276.930,285.437,288.748,318.602,335.931
PE,Taquaritinga do Norte,Nordeste,193.041,212.457,203.769,224.758,264.907,280.491,298.669,291.228
PE,Terezinha,Nordeste,37.921,43.315,47.387,51.913,51.415,61.735,65.855,70.058
PE,Timbaúba,Nordeste,592.476,644.281,601.959,619.712,646.914,680.166,674.681,673.361
PE,Toritama,Nordeste,576.422,599.977,571.132,579.219,624.256,654.925,707.041,707.404
PE,Tracunhaém,Nordeste,84.863,95.902,106.811,103.239,101.545,117.338,128.482,137.614
PE,Tupanatinga,Nordeste,134.988,146.793,150.550,172.195,184.072,186.211,193.352,200.473
PE,Tuparetama,Nordeste,56.900,63.785,64.689,68.985,75.771,78.740,82.627,79.114
PE,Venturosa,Nordeste,109.806,129.587,142.730,169.835,207.678,215.673,210.035,221.338
PE,Verdejante,Nordeste,50.109,58.498,58.781,62.126,64.763,68.365,75.526,72.259
PE,Vertente do Lério,Nordeste,67.685,56.594,61.343,58.956,67.084,60.023,67.407,74.898
PE,Vertentes,Nordeste,126.498,140.663,161.396,147.148,153.694,160.054,171.556,178.813
