UF,Municipio,Regiao,PIB,Ano
PR,Carambeí,Sul,1.284.871,2017
RN,Ipanguaçu,Nordeste,133.261,2017
SP,São Manuel,Sudeste,1.142.143,2017
BA,Sátiro Dias,Nordeste,147.553,2017
SC,São Joaquim,Sul,858.627,2017
ES,Marilândia,Sudeste,255.451,2017
PR,São Miguel do Iguaçu,Sul,942.512,2017
SP,Dois Córregos,Sudeste,694.191,2017
PR,Rebouças,Sul,358.974,2017
SP,Guaiçara,Sudeste,190.524,2017
RS,Gramado,Sul,1.834.204,2017
SP,Maracaí,Sudeste,426.000,2017
RN,Macaíba,Nordeste,1.479.503,2017
MT,Barra do Bugres,Centro-Oeste,1.309.168,2017
RN,Governador Dix-Sept Rosado,Nordeste,205.510,2017
SC,Palhoça,Sul,4.834.031,2017
SC,Nova Erechim,Sul,154.516,2017
PR,Uraí,Sul,260.519,2017
RS,Tupanciretã,Sul,1.087.289,2017
SC,São Ludgero,Sul,582.934,2017
RN,Jandaíra,Nordeste,74.772,2017
SC,Urussanga,Sul,794.659,2017
SP,Queiroz,Sudeste,406.740,2017
SC,Lauro Muller,Sul,355.274,2017
SP,Holambra,Sudeste,938.291,2017
SC,Pouso Redondo,Sul,520.724,2017
PB,Mataraca,Nordeste,185.237,2017
GO,São Luís de Montes Belos,Centro-Oeste,830.761,2017
SC,Palma Sola,Sul,201.937,2017
SC,Joaçaba,Sul,1.577.136,2017
MG,Carlos Chagas,Sudeste,320.098,2017
SP,Tarumã,Sudeste,945.228,2017
PR,Almirante Tamandaré,Sul,1.523.309,2017
PB,Mamanguape,Nordeste,625.220,2017
PR,Andirá,Sul,714.730,2017
BA,Presidente Tancredo Neves,Nordeste,236.218,2017
MG,Bocaiúva,Sudeste,797.379,2017
MG,São Gonçalo do Abaeté,Sudeste,211.087,2017
MA,São Domingos do Azeitão,Nordeste,173.390,2017
SP,Avanhandava,Sudeste,382.120,2017
PB,João Pessoa,Nordeste,19.740.717,2017
MS,Paranaíba,Centro-Oeste,1.192.607,2017
MG,Limeira do Oeste,Sudeste,342.568,2017
PA,Rio Maria,Norte,476.846,2017
SC,Trombudo Central,Sul,232.396,2017
SP,Campos Novos Paulista,Sudeste,126.973,2017
RS,Imigrante,Sul,199.153,2017
RO,Machadinho DOeste,Norte,587.758,2017
PE,Itapissuma,Nordeste,1.398.744,2017
RS,Arroio dos Ratos,Sul,235.707,2017
RS,Feliz,Sul,391.709,2017
CE,Russas,Nordeste,1.129.464,2017
SC,Morro da Fumaça,Sul,635.539,2017
PB,Lucena,Nordeste,187.693,2017
AC,Epitaciolândia,Norte,435.952,2017
MG,Coromandel,Sudeste,883.455,2017
MS,Iguatemi,Centro-Oeste,382.632,2017
SP,Santa Rosa de Viterbo,Sudeste,770.356,2017
RS,Nova Santa Rita,Sul,1.301.255,2017
MT,Porto Esperidião,Centro-Oeste,190.909,2017
SC,Ibirama,Sul,421.610,2017
MG,São Sebastião do Oeste,Sudeste,301.817,2017
RS,Tuparendi,Sul,266.777,2017
SP,Franco da Rocha,Sudeste,2.925.145,2017
SC,Papanduva,Sul,543.672,2017
SP,Monte Alto,Sudeste,1.785.482,2017
SP,São Roque,Sudeste,2.780.801,2017
MG,Oliveira,Sudeste,848.146,2017
RS,Palmeira das Missões,Sul,1.254.871,2017
MA,Riachão,Nordeste,309.885,2017
RN,São Gonçalo do Amarante,Nordeste,1.414.685,2017
MG,Juatuba,Sudeste,1.202.317,2017
MG,Nazareno,Sudeste,208.793,2017
BA,Nova Soure,Nordeste,203.634,2017
SC,Sombrio,Sul,752.082,2017
TO,Colinas do Tocantins,Norte,688.212,2017
SC,Águas Frias,Sul,93.307,2017
SP,Itápolis,Sudeste,1.363.657,2017
SP,Jambeiro,Sudeste,217.160,2017
SP,Angatuba,Sudeste,987.426,2017
SC,Barra Velha,Sul,1.666.892,2017
SP,Agudos,Sudeste,2.047.051,2017
SC,Biguaçu,Sul,1.609.731,2017
PA,Marituba,Norte,1.788.121,2017
PE,Primavera,Nordeste,168.864,2017
RS,Antônio Prado,Sul,549.508,2017
MG,Visconde do Rio Branco,Sudeste,1.130.961,2017
SP,Guararema,Sudeste,1.402.696,2017
MS,Angélica,Centro-Oeste,721.712,2017
MT,Vera,Centro-Oeste,515.430,2017
CE,Quixeramobim,Nordeste,1.037.971,2017
PR,Maripá,Sul,330.946,2017
RS,Teutônia,Sul,1.294.740,2017
RS,Guaporé,Sul,818.670,2017
ES,Ecoporanga,Sudeste,303.762,2017
MT,Santa Cruz do Xingu,Centro-Oeste,83.504,2017
BA,Retirolândia,Nordeste,123.560,2017
PA,Santa Bárbara do Pará,Norte,165.777,2017
PE,Jaboatão dos Guararapes,Nordeste,13.540.091,2017
RS,Poço das Antas,Sul,80.415,2017
PI,Corrente,Nordeste,381.064,2017
PR,Paiçandu,Sul,881.947,2017
PI,Picos,Nordeste,1.425.827,2017
BA,Andorinha,Nordeste,190.567,2017
MG,Lagoa da Prata,Sudeste,1.631.758,2017
RO,Espigão DOeste,Norte,566.361,2017
MG,Santa Rita do Sapucaí,Sudeste,1.558.173,2017
SC,Balneário Camboriú,Sul,5.149.750,2017
BA,Governador Mangabeira,Nordeste,193.684,2017
SP,Borborema,Sudeste,405.882,2017
SP,Mairiporã,Sudeste,1.774.927,2017
RS,Muitos Capões,Sul,378.072,2017
SC,Capão Alto,Sul,101.045,2017
PR,Piraquara,Sul,1.222.443,2017
SP,Cajuru,Sudeste,583.397,2017
SP,Jarinu,Sudeste,2.252.918,2017
BA,São Gonçalo dos Campos,Nordeste,845.394,2017
SP,Cesário Lange,Sudeste,417.082,2017
SP,Garça,Sudeste,1.099.605,2017
SP,Iperó,Sudeste,590.074,2017
RN,Macau,Nordeste,593.501,2017
SP,Pindorama,Sudeste,348.853,2017
GO,Formosa,Centro-Oeste,2.307.202,2017
MT,Vila Bela da Santíssima Trindade,Centro-Oeste,321.398,2017
SP,Piedade,Sudeste,1.222.785,2017
MG,Pedro Leopoldo,Sudeste,1.437.510,2017
MG,Nova Serrana,Sudeste,2.603.063,2017
SC,Navegantes,Sul,4.108.477,2017
RS,Estrela,Sul,1.419.197,2017
PA,São Geraldo do Araguaia,Norte,441.677,2017
CE,Paraipaba,Nordeste,357.111,2017
RS,Arroio Grande,Sul,603.210,2017
SC,Concórdia,Sul,3.179.422,2017
RS,Cambará do Sul,Sul,150.149,2017
SP,Ferraz de Vasconcelos,Sudeste,2.958.651,2017
MG,Santo Antônio do Amparo,Sudeste,249.715,2017
BA,Santaluz,Nordeste,346.034,2017
RS,Crissiumal,Sul,332.670,2017
SP,Votorantim,Sudeste,2.995.815,2017
MG,Ibiá,Sudeste,918.417,2017
RJ,Seropédica,Sudeste,4.212.583,2017
TO,Fortaleza do Tabocão,Norte,151.011,2017
MG,Vespasiano,Sudeste,2.594.552,2017
PR,Clevelândia,Sul,500.474,2017
PR,Santa Terezinha de Itaipu,Sul,485.276,2017
SP,Sabino,Sudeste,120.535,2017
SP,Votuporanga,Sudeste,2.791.187,2017
CE,Horizonte,Nordeste,1.597.151,2017
RS,Roca Sales,Sul,438.538,2017
SC,Ipuaçu,Sul,223.156,2017
SC,Fraiburgo,Sul,907.570,2017
ES,Mimoso do Sul,Sudeste,463.953,2017
MS,Costa Rica,Centro-Oeste,1.482.228,2017
PR,Guaíra,Sul,877.011,2017
MG,Cataguases,Sudeste,1.580.177,2017
RS,Ibirubá,Sul,927.942,2017
SP,Mococa,Sudeste,2.206.331,2017
RS,São Marcos,Sul,750.822,2017
BA,Caravelas,Nordeste,322.092,2017
SP,Ourinhos,Sudeste,3.007.051,2017
SP,Manduri,Sudeste,204.788,2017
PR,Palmeira,Sul,1.422.627,2017
PR,São Mateus do Sul,Sul,1.235.013,2017
SP,Socorro,Sudeste,832.179,2017
RS,São Luiz Gonzaga,Sul,1.142.698,2017
ES,Vargem Alta,Sudeste,377.215,2017
RS,Balneário Pinhal,Sul,205.318,2017
SP,Monte Aprazível,Sudeste,758.349,2017
GO,Goianira,Centro-Oeste,894.441,2017
PA,São Félix do Xingu,Norte,1.392.878,2017
SP,Mairinque,Sudeste,1.704.623,2017
GO,Inhumas,Centro-Oeste,1.119.164,2017
RS,Glorinha,Sul,327.548,2017
SP,Barra do Chapéu,Sudeste,82.287,2017
AL,São José da Laje,Nordeste,302.139,2017
RS,Lagoa Vermelha,Sul,971.882,2017
RS,Rolante,Sul,577.661,2017
SC,São João Batista,Sul,860.361,2017
PR,Prudentópolis,Sul,1.163.009,2017
PI,Campo Maior,Nordeste,544.403,2017
PA,Tailândia,Norte,846.793,2017
ES,Marechal Floriano,Sudeste,416.725,2017
SC,Pinhalzinho,Sul,1.019.819,2017
MG,Itapecerica,Sudeste,463.374,2017
SP,São José do Rio Preto,Sudeste,16.518.311,2017
BA,Lauro de Freitas,Nordeste,6.322.986,2017
TO,Santa Rosa do Tocantins,Norte,146.869,2017
SC,Garuva,Sul,912.747,2017
MG,Teófilo Otoni,Sudeste,2.366.137,2017
GO,Chapadão do Céu,Centro-Oeste,995.607,2017
CE,Pacajus,Nordeste,1.064.432,2017
GO,Vicentinópolis,Centro-Oeste,350.839,2017
SP,Cerqueira César,Sudeste,748.015,2017
MT,Novo Mundo,Centro-Oeste,186.199,2017
PE,Vitória de Santo Antão,Nordeste,3.691.415,2017
RS,Cristal,Sul,202.597,2017
SC,Tubarão,Sul,3.516.205,2017
SC,Orleans,Sul,972.736,2017
RS,Miraguaí,Sul,117.940,2017
PR,Rio Azul,Sul,589.596,2017
CE,Ubajara,Nordeste,509.131,2017
ES,Atilio Vivacqua,Sudeste,264.370,2017
PR,Campina Grande do Sul,Sul,1.483.319,2017
PA,Bragança,Norte,1.116.023,2017
PR,Coronel Domingos Soares,Sul,175.458,2017
SP,Buri,Sudeste,368.329,2017
SP,Novo Horizonte,Sudeste,1.318.549,2017
BA,Riachão das Neves,Nordeste,664.470,2017
MT,Vila Rica,Centro-Oeste,420.614,2017
MS,Pedro Gomes,Centro-Oeste,206.438,2017
TO,Alvorada,Norte,331.677,2017
MT,Bom Jesus do Araguaia,Centro-Oeste,268.564,2017
PR,Céu Azul,Sul,582.367,2017
RS,Tupandi,Sul,448.417,2017
SP,Macatuba,Sudeste,598.220,2017
PI,Baixa Grande do Ribeiro,Nordeste,744.553,2017
SP,Borá,Sudeste,81.500,2017
SP,Brejo Alegre,Sudeste,171.894,2017
RS,Cachoeira do Sul,Sul,2.318.936,2017
SC,Braço do Norte,Sul,1.134.602,2017
PR,Colombo,Sul,4.735.158,2017
GO,Hidrolândia,Centro-Oeste,1.121.090,2017
ES,Nova Venécia,Sudeste,930.594,2017
MG,Dores de Guanhães,Sudeste,110.397,2017
PR,Bituruna,Sul,330.161,2017
MG,Tupaciguara,Sudeste,688.934,2017
SC,Benedito Novo,Sul,293.991,2017
MT,Juara,Centro-Oeste,787.301,2017
SE,Nossa Senhora Aparecida,Nordeste,135.445,2017
PR,Ibiporã,Sul,2.438.394,2017
MT,Cáceres,Centro-Oeste,1.816.340,2017
MT,Colniza,Centro-Oeste,528.780,2017
CE,Itarema,Nordeste,770.373,2017
AL,Atalaia,Nordeste,766.075,2017
MT,Acorizal,Centro-Oeste,71.751,2017
SP,Jales,Sudeste,1.373.537,2017
CE,Camocim,Nordeste,663.652,2017
RS,Salvador do Sul,Sul,289.990,2017
PR,Contenda,Sul,379.695,2017
SP,Santa Cruz do Rio Pardo,Sudeste,2.043.559,2017
AP,Macapá,Norte,9.996.021,2017
SC,Morro Grande,Sul,133.371,2017
RN,Baraúna,Nordeste,507.035,2017
PI,Parnaíba,Nordeste,2.037.877,2017
MG,São Sebastião do Paraíso,Sudeste,1.937.801,2017
RS,Picada Café,Sul,296.148,2017
SP,Capivari,Sudeste,1.917.534,2017
ES,Rio Novo do Sul,Sudeste,178.825,2017
PR,Ventania,Sul,222.931,2017
SP,Artur Nogueira,Sudeste,1.099.912,2017
SC,Rio dos Cedros,Sul,310.346,2017
SP,Tietê,Sudeste,1.772.700,2017
MT,Nova Maringá,Centro-Oeste,431.411,2017
RS,Santana do Livramento,Sul,2.586.304,2017
MG,Patos de Minas,Sudeste,4.378.909,2017
SP,Pedreira,Sudeste,1.199.639,2017
SP,Engenheiro Coelho,Sudeste,591.938,2017
SC,Vargem Bonita,Sul,383.954,2017
RS,Três Coroas,Sul,915.626,2017
MG,Nova Ponte,Sudeste,772.973,2017
PE,Sirinhaém,Nordeste,482.254,2017
PR,Rio Negro,Sul,1.116.271,2017
RS,Westfália,Sul,153.357,2017
SP,Poá,Sudeste,4.159.458,2017
SP,Descalvado,Sudeste,1.621.673,2017
MS,Antônio João,Centro-Oeste,231.105,2017
SC,São Miguel do Oeste,Sul,1.449.729,2017
RJ,São Gonçalo,Sudeste,17.228.897,2017
BA,Itapetinga,Nordeste,1.082.166,2017
RS,Parobé,Sul,1.145.069,2017
MG,Governador Valadares,Sudeste,5.887.859,2017
SC,Salete,Sul,180.699,2017
SP,Duartina,Sudeste,252.931,2017
MG,Alto Jequitibá,Sudeste,120.232,2017
SC,Timbó Grande,Sul,187.298,2017
CE,Aracati,Nordeste,1.275.711,2017
PE,Igarassu,Nordeste,2.479.515,2017
BA,Jaguarari,Nordeste,566.552,2017
TO,Figueirópolis,Norte,157.256,2017
PB,Santa Rita,Nordeste,2.222.754,2017
PR,Lapa,Sul,1.879.313,2017
PA,Dom Eliseu,Norte,679.845,2017
RS,São José do Norte,Sul,422.275,2017
BA,Santo Estêvão,Nordeste,725.868,2017
MG,Lavras,Sudeste,2.486.306,2017
MS,Sonora,Centro-Oeste,648.634,2017
MG,Manhumirim,Sudeste,448.202,2017
RS,Tapejara,Sul,969.699,2017
RJ,Queimados,Sudeste,3.704.985,2017
MG,Ibirité,Sudeste,2.170.421,2017
ES,Itapemirim,Sudeste,3.130.547,2017
PR,Jandaia do Sul,Sul,657.383,2017
RS,Arroio do Meio,Sul,1.090.730,2017
PR,Piraí do Sul,Sul,805.596,2017
SP,Cravinhos,Sudeste,1.040.651,2017
RS,Muçum,Sul,240.857,2017
GO,Nazário,Centro-Oeste,174.517,2017
SP,Gavião Peixoto,Sudeste,849.202,2017
SP,Avaré,Sudeste,2.639.476,2017
PA,Itaituba,Norte,1.770.962,2017
ES,Dores do Rio Preto,Sudeste,127.312,2017
RS,São Gabriel,Sul,1.742.748,2017
SP,Guaraci,Sudeste,387.650,2017
RS,Camaquã,Sul,2.019.774,2017
MA,Sambaíba,Nordeste,216.552,2017
RS,Nova Hartz,Sul,611.215,2017
RS,Nova Bassano,Sul,458.306,2017
RS,Seberi,Sul,314.504,2017
PR,Balsa Nova,Sul,644.737,2017
ES,Cariacica,Sudeste,8.002.899,2017
PA,Altamira,Norte,2.501.060,2017
RS,Cruzeiro do Sul,Sul,344.258,2017
MT,Aripuanã,Centro-Oeste,709.642,2017
SC,Videira,Sul,2.230.367,2017
MG,Andradas,Sudeste,872.816,2017
MA,Anapurus,Nordeste,135.894,2017
BA,Itabuna,Nordeste,3.987.299,2017
MG,Extrema,Sudeste,7.527.681,2017
MG,Passos,Sudeste,2.387.556,2017
PE,Lagoa do Itaenga,Nordeste,309.511,2017
SP,Fernandópolis,Sudeste,1.912.674,2017
PE,Belém de São Francisco,Nordeste,203.139,2017
PR,Turvo,Sul,426.643,2017
SP,Itaquaquecetuba,Sudeste,6.993.619,2017
AL,Marechal Deodoro,Nordeste,1.922.611,2017
MT,Comodoro,Centro-Oeste,561.040,2017
SP,Itapecerica da Serra,Sudeste,3.234.881,2017
RJ,Barra Mansa,Sudeste,4.884.834,2017
SC,Campos Novos,Sul,1.965.649,2017
SP,Anhembi,Sudeste,156.176,2017
RS,Não-Me-Toque,Sul,1.147.124,2017
MG,Papagaios,Sudeste,250.221,2017
MS,Anastácio,Centro-Oeste,420.613,2017
SC,Balneario Piçarras,Sul,841.169,2017
SC,Campo Alegre,Sul,456.444,2017
SC,Florianópolis,Sul,19.516.694,2017
GO,Bom Jesus de Goiás,Centro-Oeste,800.885,2017
MA,Pindaré-Mirim,Nordeste,282.566,2017
SP,Quintana,Sudeste,183.476,2017
SP,Lucélia,Sudeste,424.803,2017
SP,Vargem Grande Paulista,Sudeste,1.785.874,2017
MS,Cassilândia,Centro-Oeste,553.370,2017
RS,Viamão,Sul,3.454.775,2017
PR,Umuarama,Sul,3.285.160,2017
SP,São João da Boa Vista,Sudeste,2.975.783,2017
MG,Paraisópolis,Sudeste,578.217,2017
CE,Aquiraz,Nordeste,2.205.947,2017
AM,Itacoatiara,Norte,1.979.493,2017
RS,Vacaria,Sul,2.192.253,2017
SP,Adamantina,Sudeste,1.040.824,2017
SP,Ariranha,Sudeste,770.044,2017
MG,Conceição das Alagoas,Sudeste,843.266,2017
PR,Ibaiti,Sul,649.368,2017
CE,Eusébio,Nordeste,2.956.704,2017
MG,Lagoa Santa,Sudeste,1.661.191,2017
SP,Dumont,Sudeste,241.740,2017
MT,Cláudia,Centro-Oeste,409.208,2017
PE,Camutanga,Nordeste,190.588,2017
SC,Cocal do Sul,Sul,706.082,2017
PA,Tucumã,Norte,757.450,2017
RS,Santa Maria,Sul,7.213.745,2017
RO,Ariquemes,Norte,2.287.910,2017
SP,Cajati,Sudeste,1.464.731,2017
ES,São Mateus,Sudeste,2.111.893,2017
GO,Cristalina,Centro-Oeste,2.294.295,2017
RJ,Nova Iguaçu,Sudeste,16.836.919,2017
RS,Taquari,Sul,663.515,2017
MT,Colíder,Centro-Oeste,850.349,2017
SC,Canoinhas,Sul,1.591.335,2017
SC,Mafra,Sul,1.660.261,2017
SP,Carapicuíba,Sudeste,5.516.905,2017
TO,Silvanópolis,Norte,148.305,2017
RS,Ivoti,Sul,917.702,2017
PR,Joaquim Távora,Sul,608.259,2017
MG,Espera Feliz,Sudeste,395.690,2017
SP,Marília,Sudeste,7.741.070,2017
RJ,Belford Roxo,Sudeste,8.189.053,2017
MG,Carmo de Minas,Sudeste,184.488,2017
SP,Iracemápolis,Sudeste,1.862.156,2017
MS,Rio Brilhante,Centro-Oeste,2.077.345,2017
SP,Birigui,Sudeste,3.186.670,2017
SC,Içara,Sul,2.102.972,2017
SP,Rancharia,Sudeste,1.129.757,2017
PR,Cianorte,Sul,2.716.958,2017
PR,São Pedro do Ivaí,Sul,265.875,2017
SP,Araçatuba,Sudeste,6.967.839,2017
SP,Louveira,Sudeste,13.229.630,2017
GO,Aparecida de Goiânia,Centro-Oeste,12.888.083,2017
RS,Panambi,Sul,1.963.000,2017
SP,Pitangueiras,Sudeste,1.001.260,2017
MG,Nova Era,Sudeste,321.599,2017
MG,Piumhi,Sudeste,866.590,2017
PR,Imbituva,Sul,823.304,2017
PR,Quedas do Iguaçu,Sul,1.299.819,2017
ES,Castelo,Sudeste,863.784,2017
RS,Flores da Cunha,Sul,1.486.989,2017
RO,Ji-Paraná,Norte,3.062.162,2017
SP,Jaguariúna,Sudeste,11.282.723,2017
SP,Santa Gertrudes,Sudeste,1.603.226,2017
AM,Presidente Figueiredo,Norte,445.555,2017
SP,Taquarituba,Sudeste,651.091,2017
RJ,Três Rios,Sudeste,3.716.629,2017
SC,Indaial,Sul,2.500.546,2017
PA,Juruti,Norte,1.046.267,2017
SP,Tatuí,Sudeste,3.771.558,2017
RS,Sapucaia do Sul,Sul,3.083.371,2017
SC,São José,Sul,10.136.637,2017
MG,Monte Belo,Sudeste,282.956,2017
MG,Matozinhos,Sudeste,1.003.673,2017
BA,Conceição do Coité,Nordeste,754.625,2017
SP,Arujá,Sudeste,5.415.782,2017
GO,Castelândia,Centro-Oeste,97.114,2017
TO,Cariri do Tocantins,Norte,345.108,2017
SC,Timbó,Sul,1.832.567,2017
MG,Várzea da Palma,Sudeste,678.696,2017
BA,Vitória da Conquista,Nordeste,6.511.654,2017
PR,Piên,Sul,739.064,2017
SP,Pirassununga,Sudeste,2.622.827,2017
SC,Correia Pinto,Sul,616.434,2017
SP,Suzanápolis,Sudeste,292.565,2017
MG,Pará de Minas,Sudeste,2.745.667,2017
RS,Marau,Sul,1.886.017,2017
SP,Pirapozinho,Sudeste,949.018,2017
PR,Mandaguari,Sul,1.540.899,2017
RJ,Piraí,Sudeste,1.858.360,2017
MT,Alta Floresta,Centro-Oeste,1.491.733,2017
MG,Capinópolis,Sudeste,381.991,2017
RS,Cachoeirinha,Sul,5.107.333,2017
BA,Nordestina,Nordeste,161.267,2017
MT,Alto Taquari,Centro-Oeste,969.014,2017
SP,Itapeva,Sudeste,2.381.115,2017
PA,Redenção,Norte,1.700.741,2017
RS,Ijuí,Sul,3.165.854,2017
MT,Mirassol dOeste,Centro-Oeste,667.642,2017
CE,Caucaia,Nordeste,5.862.516,2017
SC,Santa Cecília,Sul,419.310,2017
SP,Taboão da Serra,Sudeste,8.441.675,2017
SP,Cruzeiro,Sudeste,2.115.558,2017
PR,Cambé,Sul,3.841.914,2017
SP,Espírito Santo do Pinhal,Sudeste,1.329.045,2017
SC,Itaiópolis,Sul,704.122,2017
SP,Guapiaçu,Sudeste,556.083,2017
SP,Araçariguama,Sudeste,2.842.564,2017
SP,Porto Feliz,Sudeste,2.046.786,2017
SP,Taquaritinga,Sudeste,1.465.410,2017
RR,Boa Vista,Norte,8.947.813,2017
SP,Cândido Mota,Sudeste,1.006.143,2017
SP,Pontes Gestal,Sudeste,164.243,2017
SP,Bariri,Sudeste,1.130.698,2017
SC,Chapecó,Sul,8.893.190,2017
PR,Pato Branco,Sul,3.600.138,2017
PA,Água Azul do Norte,Norte,443.365,2017
PR,União da Vitória,Sul,1.530.879,2017
PR,Irati,Sul,1.787.464,2017
SP,Guararapes,Sudeste,1.106.811,2017
MG,Caeté,Sudeste,577.936,2017
RS,Nova Araçá,Sul,189.592,2017
RS,Nova Esperança do Sul,Sul,119.481,2017
MT,São José do Rio Claro,Centro-Oeste,683.673,2017
MT,Confresa,Centro-Oeste,724.955,2017
SP,Santa Cruz das Palmeiras,Sudeste,501.688,2017
PR,Sengés,Sul,475.282,2017
RN,Natal,Nordeste,23.458.658,2017
MG,Itatiaiuçu,Sudeste,960.661,2017
SP,Mirante do Paranapanema,Sudeste,388.404,2017
SP,Lorena,Sudeste,2.595.033,2017
CE,Itapipoca,Nordeste,1.560.337,2017
PR,Colorado,Sul,623.536,2017
MG,Nanuque,Sudeste,644.021,2017
ES,São Domingos do Norte,Sudeste,229.837,2017
TO,Araguaína,Norte,4.140.528,2017
MG,Carmo do Paranaíba,Sudeste,737.330,2017
SP,Jandira,Sudeste,4.088.302,2017
PR,Paranavaí,Sul,2.649.460,2017
MS,Aparecida do Taboado,Centro-Oeste,1.036.425,2017
SE,Estância,Nordeste,1.634.349,2017
MA,Tasso Fragoso,Nordeste,984.288,2017
SC,Nova Veneza,Sul,716.229,2017
GO,Minaçu,Centro-Oeste,912.556,2017
PR,Fazenda Rio Grande,Sul,2.382.277,2017
SP,Itajobi,Sudeste,1.302.755,2017
SP,Tupã,Sudeste,1.761.020,2017
SP,Santana de Parnaíba,Sudeste,8.784.815,2017
RS,São Sebastião do Caí,Sul,641.891,2017
RS,Garibaldi,Sul,1.836.582,2017
RO,Pimenta Bueno,Norte,1.050.682,2017
RO,São Miguel do Guaporé,Norte,633.099,2017
PE,Belo Jardim,Nordeste,1.805.502,2017
MT,Nova Santa Helena,Centro-Oeste,146.299,2017
SC,Ipumirim,Sul,313.269,2017
RS,Esteio,Sul,3.001.354,2017
SP,Planalto,Sudeste,241.311,2017
MG,Santa Luzia,Sudeste,3.785.048,2017
MT,São José do Xingu,Centro-Oeste,238.638,2017
SP,Marapoama,Sudeste,163.920,2017
MT,Porto Alegre do Norte,Centro-Oeste,195.993,2017
SP,Hortolândia,Sudeste,12.411.319,2017
SC,Tijucas,Sul,1.467.125,2017
RS,Lindolfo Collor,Sul,305.111,2017
GO,Goianésia,Centro-Oeste,1.327.457,2017
PR,São Carlos do Ivaí,Sul,297.524,2017
MG,Capitão Enéas,Sudeste,254.155,2017
GO,São Simão,Centro-Oeste,1.793.947,2017
SP,Estrela dOeste,Sudeste,868.330,2017
MG,Pouso Alegre,Sudeste,7.390.810,2017
PR,Bela Vista do Paraíso,Sul,450.534,2017
RS,Portão,Sul,1.099.223,2017
SP,Patrocínio Paulista,Sudeste,977.009,2017
SP,Embu,Sudeste,11.771.685,2017
RS,Estância Velha,Sul,1.334.293,2017
PR,Apucarana,Sul,3.168.171,2017
RS,Bagé,Sul,2.840.943,2017
PR,Florestópolis,Sul,269.200,2017
SP,São José do Rio Pardo,Sudeste,1.789.622,2017
CE,Uruburetama,Nordeste,453.854,2017
MG,Riacho dos Machados,Sudeste,205.894,2017
SC,Brusque,Sul,5.885.107,2017
SP,Bocaina,Sudeste,225.273,2017
RS,Charqueadas,Sul,1.115.156,2017
MG,Conceição do Pará,Sudeste,268.781,2017
SP,Cerquilho,Sudeste,1.780.603,2017
PR,Arapongas,Sul,4.479.986,2017
RS,Soledade,Sul,867.908,2017
RS,Dois Irmãos,Sul,1.806.678,2017
SP,Orlândia,Sudeste,1.783.973,2017
PR,Pinhais,Sul,5.595.721,2017
SP,Quatá,Sudeste,477.720,2017
SP,Várzea Paulista,Sudeste,2.680.409,2017
SC,Criciúma,Sul,7.149.694,2017
MT,Alto Araguaia,Centro-Oeste,839.473,2017
BA,Simões Filho,Nordeste,5.320.185,2017
RO,Guajará-Mirim,Norte,775.195,2017
MG,Albertina,Sudeste,84.717,2017
SP,Paraíso,Sudeste,253.743,2017
BA,Casa Nova,Nordeste,667.332,2017
AL,São Luís do Quitunde,Nordeste,416.398,2017
SP,Jaboticabal,Sudeste,2.743.497,2017
SP,Nuporanga,Sudeste,576.476,2017
RS,Vera Cruz,Sul,610.087,2017
SP,São Joaquim da Barra,Sudeste,1.705.291,2017
RO,Chupinguaia,Norte,279.877,2017
ES,João Neiva,Sudeste,352.217,2017
MG,Barbacena,Sudeste,2.683.997,2017
PR,Moreira Sales,Sul,291.515,2017
MG,Santa Juliana,Sudeste,640.224,2017
PI,Uruçuí,Nordeste,1.261.586,2017
GO,Edéia,Centro-Oeste,723.386,2017
SP,Moji-Mirim,Sudeste,4.415.823,2017
SP,Itapira,Sudeste,3.463.541,2017
BA,Barrocas,Nordeste,220.882,2017
RS,Campo Bom,Sul,2.929.536,2017
MS,Itaquiraí,Centro-Oeste,614.872,2017
GO,Itaberaí,Centro-Oeste,1.264.393,2017
ES,Linhares,Sudeste,5.481.441,2017
PA,Moju,Norte,892.534,2017
SP,Nova Odessa,Sudeste,3.166.266,2017
SP,Itapevi,Sudeste,11.253.728,2017
GO,Pires do Rio,Centro-Oeste,894.219,2017
CE,Icapuí,Nordeste,278.155,2017
PR,Toledo,Sul,5.931.242,2017
SC,Otacílio Costa,Sul,695.720,2017
SC,Porto União,Sul,703.090,2017
MG,São João del Rei,Sudeste,2.033.470,2017
SP,Boituva,Sudeste,2.679.117,2017
BA,Juazeiro,Nordeste,3.704.682,2017
SP,Bragança Paulista,Sudeste,5.636.712,2017
RS,Farroupilha,Sul,3.208.933,2017
MG,Itaúna,Sudeste,3.029.964,2017
RS,Encantado,Sul,830.217,2017
PR,Cruzeiro do Oeste,Sul,778.291,2017
MG,Ouro Fino,Sudeste,657.852,2017
PA,Breu Branco,Norte,580.409,2017
PR,Campo Mourão,Sul,3.436.748,2017
MS,Caarapó,Centro-Oeste,1.183.687,2017
AP,Santana,Norte,1.910.086,2017
PR,Itapejara dOeste,Sul,531.626,2017
SC,Pomerode,Sul,1.919.219,2017
GO,Trindade,Centro-Oeste,2.065.331,2017
PB,Campina Grande,Nordeste,8.650.089,2017
RS,Igrejinha,Sul,1.655.950,2017
SP,Mendonça,Sudeste,265.179,2017
GO,Senador Canedo,Centro-Oeste,3.383.026,2017
PR,Castro,Sul,2.659.759,2017
