UF,Municipio,Regiao,PIB,Ano
RS,Bento Gonçalves,Sul,5.548.630,2017
RJ,Campos dos Goytacazes,Sudeste,21.110.490,2017
MS,Nova Andradina,Centro-Oeste,2.008.457,2017
PR,Quatro Barras,Sul,1.444.715,2017
MG,Janaúba,Sudeste,1.096.826,2017
SP,Tanabi,Sudeste,911.008,2017
ES,Colatina,Sudeste,3.333.083,2017
RS,Lajeado,Sul,3.844.921,2017
RS,Nova Prata,Sul,1.162.976,2017
PE,Recife,Nordeste,51.839.333,2017
SP,Caçapava,Sudeste,4.184.497,2017
ES,Viana,Sudeste,2.142.039,2017
SP,Santa Bárbara dOeste,Sudeste,5.689.421,2017
TO,Gurupi,Norte,2.236.415,2017
SP,Lençóis Paulista,Sudeste,2.589.639,2017
SP,Atibaia,Sudeste,6.466.468,2017
SC,Três Barras,Sul,1.043.119,2017
PR,Jaguariaíva,Sul,1.423.261,2017
CE,Cascavel,Nordeste,896.071,2017
SC,Itá,Sul,240.150,2017
PR,Marechal Cândido Rondon,Sul,2.199.548,2017
SP,Brotas,Sudeste,767.815,2017
RS,Erechim,Sul,4.456.712,2017
GO,Pilar de Goiás,Centro-Oeste,170.813,2017
RS,Veranópolis,Sul,1.416.064,2017
MG,Barão de Cocais,Sudeste,727.509,2017
SP,Olímpia,Sudeste,1.991.159,2017
SC,Curitibanos,Sul,1.495.894,2017
MG,Ituiutaba,Sudeste,2.895.871,2017
SP,Penápolis,Sudeste,1.635.187,2017
PR,São João,Sul,678.286,2017
TO,Guaraí,Norte,603.161,2017
MT,Alto Garças,Centro-Oeste,535.501,2017
BA,São Desidério,Nordeste,2.355.894,2017
MG,Itapagipe,Sudeste,454.962,2017
SC,Rio Negrinho,Sul,1.092.653,2017
GO,Ipameri,Centro-Oeste,1.357.816,2017
SC,Presidente Getúlio,Sul,625.811,2017
BA,Feira de Santana,Nordeste,13.691.186,2017
MS,São Gabriel do Oeste,Centro-Oeste,1.412.971,2017
SP,Santo Antônio de Posse,Sudeste,1.131.203,2017
SC,Araranguá,Sul,1.724.987,2017
RS,Hulha Negra,Sul,174.142,2017
SP,Batatais,Sudeste,1.533.590,2017
SP,Nova Europa,Sudeste,328.378,2017
MG,Santos Dumont,Sudeste,906.123,2017
PA,Santarém,Norte,4.835.996,2017
PA,Abaetetuba,Norte,1.337.353,2017
SP,Vista Alegre do Alto,Sudeste,379.754,2017
SP,Laranjal Paulista,Sudeste,990.804,2017
SP,Pirapora do Bom Jesus,Sudeste,401.310,2017
PR,Medianeira,Sul,1.823.246,2017
BA,Pojuca,Nordeste,865.966,2017
BA,Salvador,Nordeste,62.823.699,2017
MS,Sidrolândia,Centro-Oeste,1.632.387,2017
DF,Brasília,Centro-Oeste,244.722.249,2017
SC,Forquilhinha,Sul,813.485,2017
MT,Santa Carmem,Centro-Oeste,310.661,2017
PA,Ananindeua,Norte,6.980.443,2017
MG,Carneirinho,Sudeste,318.520,2017
SP,Monte Mor,Sudeste,2.971.932,2017
PR,Jaguapitã,Sul,774.806,2017
AL,Coruripe,Nordeste,1.376.189,2017
BA,Cachoeira,Nordeste,492.647,2017
SC,Rio do Sul,Sul,2.572.166,2017
SP,Cabreúva,Sudeste,4.496.543,2017
RO,Jaru,Norte,1.354.733,2017
CE,Maracanaú,Nordeste,8.540.212,2017
SP,Valparaíso,Sudeste,943.029,2017
MG,Campo Florido,Sudeste,505.337,2017
MT,Brasnorte,Centro-Oeste,771.303,2017
MT,Pontes e Lacerda,Centro-Oeste,1.189.255,2017
SP,Pompéia,Sudeste,1.172.047,2017
SP,Colina,Sudeste,953.349,2017
SP,Itapetininga,Sudeste,4.330.170,2017
MG,João Pinheiro,Sudeste,1.462.034,2017
MT,Paranatinga,Centro-Oeste,770.017,2017
TO,Campos Lindos,Norte,290.585,2017
RO,Cerejeiras,Norte,439.245,2017
MT,Araputanga,Centro-Oeste,417.617,2017
SP,Presidente Prudente,Sudeste,7.784.161,2017
MT,Matupá,Centro-Oeste,609.651,2017
PR,Santo Inácio,Sul,318.695,2017
MT,Água Boa,Centro-Oeste,985.660,2017
TO,Pedro Afonso,Norte,672.379,2017
GO,Anápolis,Centro-Oeste,14.211.153,2017
SP,Osasco,Sudeste,77.927.043,2017
SP,Cajamar,Sudeste,14.807.216,2017
MG,Matipó,Sudeste,241.024,2017
GO,Goiânia,Centro-Oeste,49.049.178,2017
RS,Santo Ângelo,Sul,2.340.762,2017
MS,Bataguassu,Centro-Oeste,792.213,2017
SP,Junqueirópolis,Sudeste,586.279,2017
MG,João Monlevade,Sudeste,2.590.756,2017
SP,Orindiúva,Sudeste,494.190,2017
SP,Franca,Sudeste,9.348.513,2017
BA,Brumado,Nordeste,1.704.612,2017
GO,Goiatuba,Centro-Oeste,1.539.601,2017
RS,Novo Hamburgo,Sul,8.920.279,2017
SC,Itapiranga,Sul,753.937,2017
RS,Pelotas,Sul,8.417.418,2017
PA,Xinguara,Norte,1.218.114,2017
MS,Naviraí,Centro-Oeste,1.481.033,2017
SP,Valinhos,Sudeste,5.751.193,2017
PR,Cornélio Procópio,Sul,1.448.122,2017
SP,Andradina,Sudeste,1.976.248,2017
SP,Salto,Sudeste,6.784.937,2017
MG,Alfenas,Sudeste,2.664.279,2017
RO,Rolim de Moura,Norte,1.304.503,2017
MT,Pedra Preta,Centro-Oeste,716.620,2017
RN,Mossoró,Nordeste,6.167.477,2017
RJ,Itatiaia,Sudeste,4.363.453,2017
ES,Barra de São Francisco,Sudeste,783.726,2017
PE,Cabo de Santo Agostinho,Nordeste,10.031.202,2017
MS,Ponta Porã,Centro-Oeste,2.642.105,2017
MG,Pirajuba,Sudeste,308.772,2017
MT,Tapurah,Centro-Oeste,777.242,2017
SP,Rio Claro,Sudeste,9.212.472,2017
BA,Maracás,Nordeste,453.068,2017
SP,Américo Brasiliense,Sudeste,981.226,2017
MG,Juiz de Fora,Sudeste,15.990.009,2017
RS,Santa Rosa,Sul,2.824.253,2017
RS,Sapiranga,Sul,3.089.008,2017
SP,Ouroeste,Sudeste,468.108,2017
MG,Três Corações,Sudeste,2.215.991,2017
RS,Horizontina,Sul,1.505.773,2017
SP,Cosmópolis,Sudeste,1.545.884,2017
GO,Mineiros,Centro-Oeste,2.414.015,2017
GO,Quirinópolis,Centro-Oeste,1.674.391,2017
SP,Alumínio,Sudeste,1.859.450,2017
RO,Porto Velho,Norte,16.974.627,2017
PR,Sertanópolis,Sul,709.270,2017
SP,Ribeirão Pires,Sudeste,2.979.802,2017
MT,Itiquira,Centro-Oeste,1.093.849,2017
PA,Santana do Araguaia,Norte,803.619,2017
MG,Pirapora,Sudeste,1.837.287,2017
GO,Silvânia,Centro-Oeste,678.092,2017
MA,Porto Franco,Nordeste,470.765,2017
GO,Santa Fé de Goiás,Centro-Oeste,301.409,2017
SP,Itatiba,Sudeste,5.506.722,2017
SC,Seara,Sul,812.914,2017
SC,Itapoá,Sul,714.775,2017
PA,Belém,Norte,30.244.780,2017
MG,Iturama,Sudeste,1.725.983,2017
MS,Chapadão do Sul,Centro-Oeste,1.486.531,2017
PI,Bom Jesus,Nordeste,873.788,2017
TO,Palmas,Norte,8.503.493,2017
PR,Jacarezinho,Sul,1.179.177,2017
CE,Fortaleza,Nordeste,61.592.347,2017
SP,Leme,Sudeste,2.966.166,2017
SC,Imbituba,Sul,1.548.283,2017
SP,Amparo,Sudeste,4.205.649,2017
GO,Crixás,Centro-Oeste,447.278,2017
GO,Catalão,Centro-Oeste,6.234.400,2017
AP,Pedra Branca do Amaparí,Norte,281.064,2017
BA,Jacobina,Nordeste,1.274.029,2017
SC,Lages,Sul,5.075.586,2017
SP,José Bonifácio,Sudeste,1.380.626,2017
MT,São Félix do Araguaia,Centro-Oeste,559.905,2017
MG,Três Marias,Sudeste,1.668.395,2017
BA,Correntina,Nordeste,1.265.388,2017
PR,Palmas,Sul,1.103.850,2017
MG,Frutal,Sudeste,1.842.353,2017
MG,Itajubá,Sudeste,3.010.403,2017
MG,Unaí,Sudeste,2.672.946,2017
SP,Araras,Sudeste,5.381.997,2017
SP,Americana,Sudeste,10.984.203,2017
RS,Carlos Barbosa,Sul,2.181.701,2017
CE,Sobral,Nordeste,4.456.661,2017
TO,Porto Nacional,Norte,1.851.639,2017
MG,Timóteo,Sudeste,2.878.090,2017
MT,Nova Ubiratã,Centro-Oeste,1.026.965,2017
MS,Maracaju,Centro-Oeste,2.386.846,2017
SP,Catanduva,Sudeste,3.948.932,2017
PA,Castanhal,Norte,3.758.255,2017
SP,Mauá,Sudeste,16.515.697,2017
SP,Ribeirão Preto,Sudeste,32.670.177,2017
SP,Campo Limpo Paulista,Sudeste,1.850.600,2017
PR,Foz do Iguaçu,Sul,13.468.176,2017
PE,Petrolina,Nordeste,5.988.818,2017
PA,Almeirim,Norte,666.123,2017
PA,Oriximiná,Norte,1.701.190,2017
MG,Divinópolis,Sudeste,6.038.548,2017
PR,Matelândia,Sul,862.011,2017
SP,Cordeirópolis,Sudeste,2.627.199,2017
MG,Rio Piracicaba,Sudeste,511.167,2017
SP,Moji das Cruzes,Sudeste,14.711.581,2017
SC,São Bento do Sul,Sul,2.994.813,2017
SP,Botucatu,Sudeste,4.280.452,2017
SP,Clementina,Sudeste,265.263,2017
SP,Bauru,Sudeste,13.869.778,2017
BA,Formosa do Rio Preto,Nordeste,1.744.783,2017
SP,Luís Antônio,Sudeste,1.399.477,2017
SC,Araquari,Sul,3.928.868,2017
MG,Delta,Sudeste,346.266,2017
RJ,Volta Redonda,Sudeste,11.311.118,2017
MG,Ipatinga,Sudeste,9.666.655,2017
PR,Telêmaco Borba,Sul,3.845.447,2017
GO,Mozarlândia,Centro-Oeste,535.343,2017
SC,Gaspar,Sul,2.824.158,2017
MG,Poços de Caldas,Sudeste,6.366.825,2017
MT,Tangará da Serra,Centro-Oeste,3.015.954,2017
MT,Campo Verde,Centro-Oeste,2.427.577,2017
PA,Ourilândia do Norte,Norte,540.548,2017
MG,Uberaba,Sudeste,13.153.000,2017
ES,Cachoeiro de Itapemirim,Sudeste,4.757.488,2017
PR,Guarapuava,Sul,5.608.156,2017
SP,Itu,Sudeste,7.388.792,2017
MS,Dourados,Centro-Oeste,8.329.689,2017
PR,Campo Largo,Sul,4.153.242,2017
MT,Barra do Garças,Centro-Oeste,1.754.791,2017
SP,Itupeva,Sudeste,5.913.535,2017
BA,Ilhéus,Nordeste,3.837.058,2017
MT,Várzea Grande,Centro-Oeste,7.895.656,2017
PA,Paragominas,Norte,2.950.442,2017
SP,Guaratinguetá,Sudeste,5.069.867,2017
GO,Luziânia,Centro-Oeste,3.392.902,2017
RO,Vilhena,Norte,2.523.712,2017
GO,Palmeiras de Goiás,Centro-Oeste,965.770,2017
GO,Ouvidor,Centro-Oeste,639.371,2017
SP,Diadema,Sudeste,13.715.208,2017
SP,Cotia,Sudeste,11.654.510,2017
BA,Barreiras,Nordeste,3.895.977,2017
MS,Corumbá,Centro-Oeste,2.869.983,2017
MT,Cuiabá,Centro-Oeste,23.307.786,2017
MT,Campos de Júlio,Centro-Oeste,1.239.254,2017
MG,Manhuaçu,Sudeste,2.386.664,2017
SP,Bebedouro,Sudeste,3.220.583,2017
MG,Patrocínio,Sudeste,2.737.824,2017
SP,Caieiras,Sudeste,3.318.817,2017
PR,Rolândia,Sul,2.599.715,2017
GO,Itumbiara,Centro-Oeste,4.155.337,2017
PA,Curionópolis,Norte,860.118,2017
SP,Barretos,Sudeste,4.680.236,2017
SP,São Carlos,Sudeste,10.353.399,2017
MG,Montes Claros,Sudeste,8.967.797,2017
MG,Catas Altas,Sudeste,610.488,2017
GO,Jataí,Centro-Oeste,4.512.054,2017
PR,Marialva,Sul,1.447.182,2017
SP,Pederneiras,Sudeste,1.933.247,2017
MG,Jeceaba,Sudeste,770.515,2017
MT,Canarana,Centro-Oeste,1.162.158,2017
PR,Cafelândia,Sul,1.345.509,2017
SC,Caçador,Sul,3.074.094,2017
GO,Barro Alto,Centro-Oeste,806.369,2017
SP,Pradópolis,Sudeste,952.646,2017
PR,Palotina,Sul,2.036.997,2017
MT,Santa Rita do Trivelato,Centro-Oeste,572.772,2017
MG,Congonhas,Sudeste,1.646.715,2017
PR,Cascavel,Sul,11.378.218,2017
BA,Eunápolis,Nordeste,2.626.181,2017
SP,São Caetano do Sul,Sudeste,13.225.038,2017
SP,Vinhedo,Sudeste,8.704.161,2017
AL,Maceió,Nordeste,21.841.866,2017
SP,Promissão,Sudeste,1.773.885,2017
SP,Mogi Guaçu,Sudeste,5.602.515,2017
RS,Canoas,Sul,18.883.627,2017
RS,Cruz Alta,Sul,3.394.711,2017
MS,Campo Grande,Centro-Oeste,27.042.476,2017
SP,Cubatão,Sudeste,11.679.715,2017
BA,Candeias,Nordeste,3.848.284,2017
MA,Açailândia,Nordeste,2.202.738,2017
GO,Alto Horizonte,Centro-Oeste,692.576,2017
MT,Diamantino,Centro-Oeste,1.957.561,2017
MG,Uberlândia,Sudeste,34.211.313,2017
MG,Sete Lagoas,Sudeste,8.265.467,2017
MG,Belo Horizonte,Sudeste,88.971.069,2017
MT,Lucas do Rio Verde,Centro-Oeste,3.721.722,2017
SC,Blumenau,Sul,16.013.864,2017
SP,Pindamonhangaba,Sudeste,6.983.829,2017
PR,Ortigueira,Sul,1.791.230,2017
MA,Balsas,Nordeste,3.045.948,2017
SP,Sebastianópolis do Sul,Sudeste,273.316,2017
SP,Barueri,Sudeste,47.741.849,2017
MG,Contagem,Sudeste,28.995.183,2017
SP,Lins,Sudeste,3.333.630,2017
RS,São Leopoldo,Sul,7.932.255,2017
RS,Passo Fundo,Sul,8.636.758,2017
MT,Sapezal,Centro-Oeste,2.517.356,2017
SP,Santo André,Sudeste,27.869.136,2017
RS,Guaíba,Sul,5.567.587,2017
MG,Ouro Branco,Sudeste,3.360.517,2017
MG,Paracatu,Sudeste,3.509.504,2017
SP,Sumaré,Sudeste,13.615.800,2017
RJ,São João da Barra,Sudeste,4.693.340,2017
SP,Guaíra,Sudeste,3.272.467,2017
MG,Brumadinho,Sudeste,1.989.457,2017
BA,Dias dÁvila,Nordeste,3.039.730,2017
MT,Campo Novo do Parecis,Centro-Oeste,2.934.609,2017
BA,São Francisco do Conde,Nordeste,10.121.957,2017
SP,Limeira,Sudeste,12.106.211,2017
RS,Montenegro,Sul,3.235.253,2017
MA,Imperatriz,Nordeste,6.609.422,2017
SP,Jundiaí,Sudeste,41.084.447,2017
MG,Araguari,Sudeste,4.092.132,2017
SC,Jaraguá do Sul,Sul,8.523.055,2017
MT,Primavera do Leste,Centro-Oeste,3.491.841,2017
PR,Araucária,Sul,16.976.880,2017
RS,Venâncio Aires,Sul,2.767.040,2017
MG,Belo Oriente,Sudeste,2.066.255,2017
AM,Manaus,Norte,73.225.449,2017
MT,Sinop,Centro-Oeste,5.628.209,2017
RJ,Resende,Sudeste,7.735.583,2017
SP,Suzano,Sudeste,10.731.168,2017
BA,Mucuri,Nordeste,1.960.345,2017
MT,Nova Mutum,Centro-Oeste,2.785.199,2017
SP,Indaiatuba,Sudeste,14.024.836,2017
PE,Ipojuca,Nordeste,10.892.224,2017
RJ,Porto Real,Sudeste,2.858.922,2017
SP,Sertãozinho,Sudeste,5.514.148,2017
MG,Guaxupé,Sudeste,1.914.487,2017
PE,Goiana,Nordeste,9.154.029,2017
MG,Itabirito,Sudeste,3.940.439,2017
MG,São Gonçalo do Rio Abaixo,Sudeste,3.125.581,2017
RS,Caxias do Sul,Sul,21.811.857,2017
MT,Querência,Centro-Oeste,1.612.129,2017
MG,Ouro Preto,Sudeste,4.647.154,2017
BA,Luís Eduardo Magalhães,Nordeste,4.799.497,2017
SP,Araraquara,Sudeste,9.289.707,2017
SC,São Francisco do Sul,Sul,3.996.444,2017
SP,Guarujá,Sudeste,8.408.710,2017
SP,Campinas,Sudeste,58.469.540,2017
SP,Paulínia,Sudeste,35.540.436,2017
MG,Itabira,Sudeste,5.223.193,2017
GO,Rio Verde,Centro-Oeste,9.502.776,2017
MG,Conceição do Mato Dentro,Sudeste,811.433,2017
RS,Santa Cruz do Sul,Sul,8.364.420,2017
MG,Mariana,Sudeste,2.899.109,2017
SP,Jacareí,Sudeste,11.268.777,2017
MT,Rondonópolis,Centro-Oeste,9.603.781,2017
ES,Aracruz,Sudeste,5.202.206,2017
RS,Gravataí,Sul,12.314.666,2017
MG,Varginha,Sudeste,5.442.494,2017
RJ,Niterói,Sudeste,27.489.576,2017
RJ,Duque de Caxias,Sudeste,40.904.756,2017
SC,Joinville,Sul,27.388.124,2017
PR,Londrina,Sul,19.240.582,2017
SP,Matão,Sudeste,4.043.395,2017
ES,Vila Velha,Sudeste,10.959.511,2017
CE,São Gonçalo do Amarante,Nordeste,3.083.998,2017
SP,Taubaté,Sudeste,16.203.121,2017
MS,Três Lagoas,Centro-Oeste,10.135.687,2017
MA,São Luís,Nordeste,29.846.794,2017
MG,Betim,Sudeste,23.091.961,2017
SP,Sorocaba,Sudeste,32.115.160,2017
PR,Ponta Grossa,Sul,14.539.146,2017
RJ,Itaguaí,Sudeste,7.568.805,2017
PA,Canaã dos Carajás,Norte,4.089.225,2017
SP,São Sebastião,Sudeste,3.383.506,2017
PA,Marabá,Norte,8.599.354,2017
PR,Curitiba,Sul,84.726.398,2017
MG,Araxá,Sudeste,5.143.098,2017
MT,Sorriso,Centro-Oeste,5.733.764,2017
RS,Triunfo,Sul,8.762.414,2017
PR,Maringá,Sul,16.911.587,2017
SP,Guarulhos,Sudeste,55.632.735,2017
PA,Barcarena,Norte,4.818.669,2017
SP,Piracicaba,Sudeste,23.719.579,2017
BA,Camaçari,Nordeste,22.974.401,2017
RJ,Macaé,Sudeste,15.378.420,2017
SP,Ilhabela,Sudeste,6.166.979,2017
PR,São José dos Pinhais,Sul,22.592.708,2017
RS,Porto Alegre,Sul,73.314.029,2017
MG,Nova Lima,Sudeste,9.117.141,2017
ES,Serra,Sudeste,18.595.239,2017
RS,Rio Grande,Sul,9.229.286,2017
RJ,Petrópolis,Sudeste,12.817.939,2017
ES,Vitória,Sudeste,20.252.080,2017
SC,Itajaí,Sul,21.932.201,2017
SP,Santos,Sudeste,22.410.299,2017
SP,São Bernardo do Campo,Sudeste,44.433.140,2017
SP,São José dos Campos,Sudeste,39.396.425,2017
PR,Paranaguá,Sul,9.860.432,2017
RJ,Rio de Janeiro,Sudeste,337.675.255,2017
RJ,Angra dos Reis,Sudeste,10.106.295,2017
PA,Parauapebas,Norte,18.439.322,2017
SP,São Paulo,Sudeste,698.952.189,2017
BA,Itagibá,Nordeste,136.508,2018
PB,Pedras de Fogo,Nordeste,393.917,2018
MG,Itaú de Minas,Sudeste,455.540,2018
RS,Passo do Sobrado,Sul,172.131,2018
PR,Tapejara,Sul,452.091,2018
GO,Bonfinópolis,Centro-Oeste,92.993,2018
SC,Botuverá,Sul,321.129,2018
MG,Congonhas,Sudeste,1.711.114,2018
MG,Miraí,Sudeste,253.333,2018
PI,Lagoa do Barro do Piauí,Nordeste,176.848,2018
SP,São Pedro,Sudeste,751.607,2018
RJ,Nilópolis,Sudeste,2.803.408,2018
MG,Inhapim,Sudeste,305.870,2018
RS,Palmares do Sul,Sul,469.286,2018
SC,Doutor Pedrinho,Sul,114.093,2018
TO,Ponte Alta do Tocantins,Norte,83.936,2018
MG,Passa Quatro,Sudeste,371.779,2018
PR,Ivaí,Sul,375.808,2018
MG,Indianópolis,Sudeste,362.459,2018
SP,Dourado,Sudeste,522.470,2018
RJ,Maricá,Sudeste,26.982.734,2018
MG,Campestre,Sudeste,330.006,2018
RS,Tapes,Sul,356.396,2018
GO,Britânia,Centro-Oeste,118.506,2018
MG,Carangola,Sudeste,533.667,2018
PR,Assaí,Sul,396.580,2018
SP,Magda,Sudeste,93.131,2018
SP,Salesópolis,Sudeste,202.552,2018
SP,Joanópolis,Sudeste,213.015,2018
MG,Santa Bárbara,Sudeste,827.860,2018
MG,Dom Viçoso,Sudeste,31.119,2018
RJ,Silva Jardim,Sudeste,465.723,2018
SC,Maracajá,Sul,197.526,2018
SP,Francisco Morato,Sudeste,1.517.227,2018
SC,Piratuba,Sul,615.058,2018
SC,Santa Helena,Sul,70.117,2018
MG,Galiléia,Sudeste,85.473,2018
RS,Garruchos,Sul,125.252,2018
SP,Canas,Sudeste,103.585,2018
RN,Taipu,Nordeste,114.950,2018
BA,Nova Viçosa,Nordeste,492.562,2018
MG,Coqueiral,Sudeste,156.968,2018
SP,Bady Bassitt,Sudeste,352.955,2018
MG,Piraúba,Sudeste,159.032,2018
TO,Dianópolis,Norte,388.672,2018
RO,Colorado do Oeste,Norte,330.232,2018
PR,Entre Rios do Oeste,Sul,228.066,2018
SP,Presidente Venceslau,Sudeste,715.023,2018
SP,Mineiros do Tietê,Sudeste,171.971,2018
BA,Riacho de Santana,Nordeste,253.922,2018
RN,Carnaúba dos Dantas,Nordeste,95.111,2018
BA,Mulungu do Morro,Nordeste,384.564,2018
RS,Tapera,Sul,453.817,2018
MG,Monte Sião,Sudeste,412.098,2018
BA,Serrinha,Nordeste,869.180,2018
BA,Santo Antônio de Jesus,Nordeste,2.175.283,2018
RS,Campestre da Serra,Sul,171.833,2018
RJ,Rio das Flores,Sudeste,205.351,2018
SP,Murutinga do Sul,Sudeste,65.259,2018
BA,Mata de São João,Nordeste,1.135.684,2018
SP,Apiaí,Sudeste,593.338,2018
SC,Capivari de Baixo,Sul,784.191,2018
GO,Águas Lindas de Goiás,Centro-Oeste,1.889.550,2018
SP,Capela do Alto,Sudeste,272.232,2018
PR,Vera Cruz do Oeste,Sul,257.001,2018
RN,Goianinha,Nordeste,438.891,2018
PR,Guaraniaçu,Sul,353.717,2018
RN,Tibau do Sul,Nordeste,373.020,2018
PR,Amaporã,Sul,158.800,2018
CE,Canindé,Nordeste,655.467,2018
PE,Glória do Goitá,Nordeste,456.510,2018
MG,Passa Tempo,Sudeste,244.078,2018
PR,Cambará,Sul,721.864,2018
RS,Faxinal do Soturno,Sul,200.267,2018
BA,Entre Rios,Nordeste,558.198,2018
GO,Terezópolis de Goiás,Centro-Oeste,185.809,2018
SP,Iacanga,Sudeste,427.418,2018
RS,Aceguá,Sul,246.899,2018
PE,Surubim,Nordeste,753.827,2018
MG,Juruaia,Sudeste,153.488,2018
SC,Lebon Régis,Sul,247.027,2018
MT,Jangada,Centro-Oeste,204.230,2018
SP,Igaratá,Sudeste,180.310,2018
BA,Esplanada,Nordeste,624.455,2018
RS,Tenente Portela,Sul,421.782,2018
BA,Santa Luzia,Nordeste,93.568,2018
PR,Terra Rica,Sul,348.955,2018
AM,Tabatinga,Norte,537.079,2018
RS,Osório,Sul,1.566.250,2018
PE,Trindade,Nordeste,315.848,2018
RJ,Armação dos Búzios,Sudeste,2.361.779,2018
PB,Conde,Nordeste,712.621,2018
PR,Missal,Sul,347.180,2018
BA,Adustina,Nordeste,112.003,2018
BA,São Félix,Nordeste,207.891,2018
MG,Tocantins,Sudeste,275.643,2018
RJ,Parati,Sudeste,2.619.607,2018
RS,Vicente Dutra,Sul,94.697,2018
MG,Nepomuceno,Sudeste,457.824,2018
MT,Chapada dos Guimarães,Centro-Oeste,742.828,2018
SP,Paranapanema,Sudeste,622.269,2018
RS,Putinga,Sul,94.246,2018
SC,Bombinhas,Sul,655.808,2018
MG,Mantena,Sudeste,392.734,2018
BA,Manoel Vitorino,Nordeste,137.100,2018
PR,Itaperuçu,Sul,507.855,2018
SP,Paraibuna,Sudeste,278.768,2018
BA,Tabocas do Brejo Velho,Nordeste,151.191,2018
PR,Nova Fátima,Sul,247.542,2018
CE,Fortim,Nordeste,162.009,2018
MG,Dona Eusébia,Sudeste,78.349,2018
MT,Porto Estrela,Centro-Oeste,53.539,2018
PB,Cruz do Espírito Santo,Nordeste,133.172,2018
PR,Santa Mônica,Sul,89.233,2018
BA,Conceição da Feira,Nordeste,268.783,2018
BA,Uruçuca,Nordeste,228.210,2018
SP,Serra Negra,Sudeste,722.542,2018
BA,Medeiros Neto,Nordeste,329.914,2018
PE,Bezerros,Nordeste,721.912,2018
SP,Valentim Gentil,Sudeste,319.837,2018
BA,Morro do Chapéu,Nordeste,378.034,2018
MG,Espinosa,Sudeste,321.688,2018
SP,Coroados,Sudeste,164.960,2018
BA,Piripá,Nordeste,68.117,2018
MG,Cristina,Sudeste,163.971,2018
RS,Morro Reuter,Sul,183.261,2018
BA,Irecê,Nordeste,1.212.410,2018
RS,Fagundes Varela,Sul,77.526,2018
SP,Cardoso,Sudeste,255.476,2018
MG,São José da Lapa,Sudeste,474.856,2018
PR,Santa Lúcia,Sul,107.917,2018
MG,Caldas,Sudeste,237.037,2018
SE,Tobias Barreto,Nordeste,553.998,2018
MG,Resende Costa,Sudeste,181.356,2018
BA,Muritiba,Nordeste,250.614,2018
MG,Prata,Sudeste,977.983,2018
SP,Conchas,Sudeste,352.472,2018
MG,Cachoeira de Minas,Sudeste,452.772,2018
SP,Piacatu,Sudeste,91.663,2018
SP,Motuca,Sudeste,81.619,2018
ES,Piúma,Sudeste,614.876,2018
BA,Itororó,Nordeste,221.433,2018
PB,Alhandra,Nordeste,1.704.814,2018
MG,Leopoldina,Sudeste,1.017.195,2018
PR,Califórnia,Sul,178.035,2018
RS,São Pedro do Sul,Sul,398.199,2018
MG,Funilândia,Sudeste,53.819,2018
RS,Sentinela do Sul,Sul,81.490,2018
RS,Tucunduva,Sul,217.169,2018
MG,São Tiago,Sudeste,169.777,2018
BA,Feira da Mata,Nordeste,45.473,2018
MG,Itapeva,Sudeste,517.611,2018
MG,Muriaé,Sudeste,2.154.750,2018
RS,Constantina,Sul,304.022,2018
SP,Neves Paulista,Sudeste,199.172,2018
RS,Santo Antônio do Planalto,Sul,112.555,2018
SP,Monte Alegre do Sul,Sudeste,177.980,2018
MG,Turvolândia,Sudeste,100.463,2018
SC,Ponte Serrada,Sul,227.218,2018
SP,Cedral,Sudeste,311.161,2018
SP,Bilac,Sudeste,192.744,2018
MG,Borda da Mata,Sudeste,304.791,2018
PE,Pombos,Nordeste,365.651,2018
PR,Guaraqueçaba,Sul,111.742,2018
BA,Macarani,Nordeste,167.432,2018
MG,Capitólio,Sudeste,250.483,2018
SP,Guatapará,Sudeste,212.045,2018
SP,Piquete,Sudeste,164.225,2018
SC,Herval dOeste,Sul,476.489,2018
RJ,Engenheiro Paulo de Frontin,Sudeste,264.305,2018
RS,Três Cachoeiras,Sul,254.376,2018
MG,Silvianópolis,Sudeste,94.586,2018
RS,Bom Jesus,Sul,335.767,2018
PR,Inácio Martins,Sul,191.267,2018
MG,Botelhos,Sudeste,229.115,2018
SC,Sul Brasil,Sul,56.415,2018
PR,Faxinal,Sul,425.379,2018
PB,Casserengue,Nordeste,60.634,2018
GO,Corumbaíba,Centro-Oeste,537.304,2018
SP,Paulicéia,Sudeste,150.546,2018
RS,Ibiraiaras,Sul,248.978,2018
SP,Praia Grande,Sudeste,7.042.069,2018
PR,Quitandinha,Sul,392.144,2018
SP,Águas da Prata,Sudeste,166.764,2018
MG,Cabo Verde,Sudeste,193.575,2018
SP,Ariranha,Sudeste,566.622,2018
RS,Três de Maio,Sul,1.087.296,2018
MA,Santa Luzia do Paruá,Nordeste,213.777,2018
PE,Araripina,Nordeste,1.032.652,2018
BA,Ipupiara,Nordeste,79.897,2018
RS,Nova Candelária,Sul,147.359,2018
RS,Cotiporã,Sul,158.360,2018
MG,Itaverava,Sudeste,49.917,2018
PB,Boa Vista,Nordeste,156.071,2018
SP,Presidente Epitácio,Sudeste,796.269,2018
MG,Maria da Fé,Sudeste,166.188,2018
GO,Alto Paraíso de Goiás,Centro-Oeste,181.162,2018
SP,Divinolândia,Sudeste,279.564,2018
BA,Ubatã,Nordeste,192.880,2018
GO,Gouvelândia,Centro-Oeste,183.466,2018
